edad,fecha,segunda_dosis,cantidad,cobertura_procentual
>=70,2021-04-18,38,1348627,83.54
>=70,2021-04-19,3667,1352294,83.77
>=70,2021-04-20,3271,1355565,83.97
>=70,2021-04-21,2960,1358525,84.15
>=70,2021-04-22,2568,1361093,84.31
>=70,2021-04-23,2345,1363438,84.46
>=70,2021-04-24,194,1363632,84.47
>=70,2021-04-25,18,1363650,84.47
>=70,2021-04-26,2508,1366158,84.63
>=70,2021-04-27,2256,1368414,84.76
>=70,2021-04-28,2128,1370542,84.9
>=70,2021-04-29,1847,1372389,85.01
>=70,2021-04-30,746,1373135,85.06
>=70,2021-05-01,23,1373158,85.06
>=70,2021-05-02,8,1373166,85.06
>=70,2021-05-03,1605,1374771,85.16
>=70,2021-05-04,1661,1376432,85.26
>=70,2021-05-05,1652,1378084,85.36
>=70,2021-05-06,1544,1379628,85.46
>=70,2021-05-07,1245,1380873,85.54
>=70,2021-05-08,139,1381012,85.55
>=70,2021-05-09,6,1381018,85.55
>=70,2021-05-10,1240,1382258,85.62
>=70,2021-05-11,1511,1383769,85.72
>=70,2021-05-12,1172,1384941,85.79
>=70,2021-05-13,1146,1386087,85.86
>=70,2021-05-14,1140,1387227,85.93
>=70,2021-05-15,7,1387234,85.93
>=70,2021-05-16,2,1387236,85.93
>=70,2021-05-17,1132,1388368,86.0
>=70,2021-05-18,1235,1389603,86.08
>=70,2021-05-19,1032,1390635,86.14
>=70,2021-05-20,1198,1391833,86.22
>=70,2021-05-21,15,1391848,86.22
>=70,2021-05-22,96,1391944,86.22
>=70,2021-05-23,8,1391952,86.22
>=70,2021-05-24,1201,1393153,86.3
>=70,2021-05-25,1072,1394225,86.36
>=70,2021-05-26,811,1395036,86.41
>=70,2021-05-27,766,1395802,86.46
>=70,2021-05-28,994,1396796,86.52
>=70,2021-05-29,95,1396891,86.53
>=70,2021-05-30,13,1396904,86.53
>=70,2021-05-31,889,1397793,86.58
>=70,2021-06-01,925,1398718,86.64
>=70,2021-06-02,884,1399602,86.7
>=70,2021-06-03,842,1400444,86.75
>=70,2021-06-04,799,1401243,86.8
>=70,2021-06-05,123,1401366,86.81
>=70,2021-06-06,7,1401373,86.81
>=70,2021-06-07,1023,1402396,86.87
>=70,2021-06-08,1059,1403455,86.94
>=70,2021-06-09,965,1404420,87.0
>=70,2021-06-10,861,1405281,87.05
>=70,2021-06-11,816,1406097,87.1
>=70,2021-06-12,65,1406162,87.1
>=70,2021-06-13,3,1406165,87.1
>=70,2021-06-14,751,1406916,87.15
>=70,2021-06-15,709,1407625,87.19
>=70,2021-06-16,708,1408333,87.24
>=70,2021-06-17,767,1409100,87.29
>=70,2021-06-18,360,1409460,87.31
>=70,2021-06-19,118,1409578,87.31
>=70,2021-06-20,7,1409585,87.32
>=70,2021-06-21,95,1409680,87.32
>=70,2021-06-22,2477,1412157,87.47
>=70,2021-06-23,1740,1413897,87.58
>=70,2021-06-24,1878,1415775,87.7
>=70,2021-06-25,1681,1417456,87.8
>=70,2021-06-26,325,1417781,87.82
>=70,2021-06-27,42,1417823,87.83
>=70,2021-06-28,39,1417862,87.83
>=70,2021-06-29,2704,1420566,88.0
>=70,2021-06-30,1897,1422463,88.11
>=70,2021-07-01,1310,1423773,88.19
>=70,2021-07-02,1065,1424838,88.26
>=70,2021-07-03,183,1425021,88.27
>=70,2021-07-04,20,1425041,88.27
>=70,2021-07-05,1486,1426527,88.36
>=70,2021-07-06,1479,1428006,88.46
>=70,2021-07-07,1642,1429648,88.56
>=70,2021-07-08,1364,1431012,88.64
>=70,2021-07-09,1166,1432178,88.71
>=70,2021-07-10,238,1432416,88.73
>=70,2021-07-11,23,1432439,88.73
>=70,2021-07-12,1162,1433601,88.8
>=70,2021-07-13,1118,1434719,88.87
>=70,2021-07-14,1015,1435734,88.93
>=70,2021-07-15,1127,1436861,89.0
>=70,2021-07-16,23,1436884,89.01
>=70,2021-07-17,89,1436973,89.01
>=70,2021-07-18,7,1436980,89.01
>=70,2021-07-19,696,1437676,89.06
>=70,2021-07-20,843,1438519,89.11
>=70,2021-07-21,706,1439225,89.15
>=70,2021-07-22,534,1439759,89.18
>=70,2021-07-23,629,1440388,89.22
>=70,2021-07-24,98,1440486,89.23
>=70,2021-07-25,12,1440498,89.23
>=70,2021-07-26,415,1440913,89.26
>=70,2021-07-27,735,1441648,89.3
>=70,2021-07-28,584,1442232,89.34
>=70,2021-07-29,739,1442971,89.38
>=70,2021-07-30,610,1443581,89.42
>=70,2021-07-31,89,1443670,89.43
>=70,2021-08-01,2,1443672,89.43
>=70,2021-08-02,358,1444030,89.45
>=70,2021-08-03,465,1444495,89.48
>=70,2021-08-04,541,1445036,89.51
>=70,2021-08-05,335,1445371,89.53
>=70,2021-08-06,281,1445652,89.55
>=70,2021-08-07,12,1445664,89.55
>=70,2021-08-08,0,1445664,89.55
>=70,2021-08-09,464,1446128,89.58
>=70,2021-08-10,425,1446553,89.61
>=70,2021-08-11,1136,1447689,89.68
>=70,2021-08-12,804,1448493,89.73
>=70,2021-08-13,443,1448936,89.75
>=70,2021-08-14,23,1448959,89.75
>=70,2021-08-15,3,1448962,89.75
>=70,2021-08-16,502,1449464,89.79
>=70,2021-08-17,528,1449992,89.82
>=70,2021-08-18,723,1450715,89.86
>=70,2021-08-19,434,1451149,89.89
>=70,2021-08-20,384,1451533,89.91
>=70,2021-08-21,34,1451567,89.92
>=70,2021-08-22,2,1451569,89.92
>=70,2021-08-23,587,1452156,89.95
>=70,2021-08-24,444,1452600,89.98
>=70,2021-08-25,299,1452899,90.0
>=70,2021-08-26,427,1453326,90.02
>=70,2021-08-27,265,1453591,90.04
>=70,2021-08-28,18,1453609,90.04
>=70,2021-08-29,3,1453612,90.04
>=70,2021-08-30,1531,1455143,90.14
>=70,2021-08-31,1698,1456841,90.24
>=70,2021-09-01,287,1457128,90.26
>=70,2021-09-02,206,1457334,90.27
>=70,2021-09-03,133,1457467,90.28
>=70,2021-09-04,14,1457481,90.28
>=70,2021-09-05,3,1457484,90.28
>=70,2021-09-06,1333,1458817,90.36
>=70,2021-09-07,1339,1460156,90.45
>=70,2021-09-08,168,1460324,90.46
>=70,2021-09-09,135,1460459,90.47
>=70,2021-09-10,120,1460579,90.47
>=70,2021-09-11,10,1460589,90.47
>=70,2021-09-12,1,1460590,90.47
>=70,2021-09-13,922,1461512,90.53
>=70,2021-09-14,961,1462473,90.59
>=70,2021-09-15,288,1462761,90.61
>=70,2021-09-16,123,1462884,90.62
>=70,2021-09-17,2,1462886,90.62
>=70,2021-09-18,0,1462886,90.62
>=70,2021-09-19,0,1462886,90.62
>=70,2021-09-20,528,1463414,90.65
>=70,2021-09-21,622,1464036,90.69
>=70,2021-09-22,439,1464475,90.72
>=70,2021-09-23,254,1464729,90.73
>=70,2021-09-24,186,1464915,90.74
>=70,2021-09-25,6,1464921,90.74
>=70,2021-09-26,0,1464921,90.74
>=70,2021-09-27,432,1465353,90.77
>=70,2021-09-28,480,1465833,90.8
>=70,2021-09-29,230,1466063,90.81
>=70,2021-09-30,138,1466201,90.82
>=70,2021-10-01,141,1466342,90.83
>=70,2021-10-02,7,1466349,90.83
>=70,2021-10-03,0,1466349,90.83
>=70,2021-10-04,358,1466707,90.85
>=70,2021-10-05,349,1467056,90.88
>=70,2021-10-06,153,1467209,90.88
>=70,2021-10-07,135,1467344,90.89
>=70,2021-10-08,114,1467458,90.9
>=70,2021-10-09,7,1467465,90.9
>=70,2021-10-10,0,1467465,90.9
>=70,2021-10-11,0,1467465,90.9
>=70,2021-10-12,356,1467821,90.92
>=70,2021-10-13,225,1468046,90.94
>=70,2021-10-14,147,1468193,90.95
>=70,2021-10-15,88,1468281,90.95
>=70,2021-10-16,7,1468288,90.95
>=70,2021-10-17,1,1468289,90.95
>=70,2021-10-18,197,1468486,90.96
>=70,2021-10-19,194,1468680,90.98
>=70,2021-10-20,242,1468922,90.99
>=70,2021-10-21,196,1469118,91.0
>=70,2021-10-22,168,1469286,91.01
>=70,2021-10-23,9,1469295,91.01
>=70,2021-10-24,0,1469295,91.01
>=70,2021-10-25,226,1469521,91.03
>=70,2021-10-26,250,1469771,91.04
>=70,2021-10-27,263,1470034,91.06
>=70,2021-10-28,271,1470305,91.08
>=70,2021-10-29,220,1470525,91.09
>=70,2021-10-30,12,1470537,91.09
>=70,2021-10-31,1,1470538,91.09
>=70,2021-11-01,4,1470542,91.09
>=70,2021-11-02,318,1470860,91.11
>=70,2021-11-03,253,1471113,91.13
>=70,2021-11-04,229,1471342,91.14
>=70,2021-11-05,182,1471524,91.15
>=70,2021-11-06,6,1471530,91.15
>=70,2021-11-07,1,1471531,91.15
>=70,2021-11-08,128,1471659,91.16
>=70,2021-11-09,162,1471821,91.17
>=70,2021-11-10,212,1472033,91.18
>=70,2021-11-11,191,1472224,91.2
>=70,2021-11-12,166,1472390,91.21
>=70,2021-11-13,15,1472405,91.21
>=70,2021-11-14,0,1472405,91.21
>=70,2021-11-15,229,1472634,91.22
>=70,2021-11-16,225,1472859,91.23
>=70,2021-11-17,235,1473094,91.25
>=70,2021-11-18,187,1473281,91.26
>=70,2021-11-19,174,1473455,91.27
>=70,2021-11-20,14,1473469,91.27
>=70,2021-11-21,4,1473473,91.27
>=70,2021-11-22,218,1473691,91.29
>=70,2021-11-23,241,1473932,91.3
>=70,2021-11-24,267,1474199,91.32
>=70,2021-11-25,266,1474465,91.33
>=70,2021-11-26,215,1474680,91.35
>=70,2021-11-27,24,1474704,91.35
>=70,2021-11-28,0,1474704,91.35
>=70,2021-11-29,156,1474860,91.36
>=70,2021-11-30,297,1475157,91.38
>=70,2021-12-01,195,1475352,91.39
>=70,2021-12-02,235,1475587,91.4
>=70,2021-12-03,219,1475806,91.42
>=70,2021-12-04,16,1475822,91.42
>=70,2021-12-05,3,1475825,91.42
>=70,2021-12-06,314,1476139,91.44
>=70,2021-12-07,283,1476422,91.46
>=70,2021-12-08,1,1476423,91.46
>=70,2021-12-09,320,1476743,91.48
>=70,2021-12-10,212,1476955,91.49
>=70,2021-12-11,16,1476971,91.49
>=70,2021-12-12,3,1476974,91.49
>=70,2021-12-13,300,1477274,91.51
>=70,2021-12-14,259,1477533,91.52
>=70,2021-12-15,237,1477770,91.54
>=70,2021-12-16,230,1478000,91.55
>=70,2021-12-17,165,1478165,91.56
>=70,2021-12-18,12,1478177,91.56
>=70,2021-12-19,1,1478178,91.56
>=70,2021-12-20,215,1478393,91.58
>=70,2021-12-21,149,1478542,91.59
>=70,2021-12-22,178,1478720,91.6
>=70,2021-12-23,147,1478867,91.61
>=70,2021-12-24,53,1478920,91.61
>=70,2021-12-25,0,1478920,91.61
>=70,2021-12-26,1,1478921,91.61
>=70,2021-12-27,222,1479143,91.62
>=70,2021-12-28,223,1479366,91.64
>=70,2021-12-29,178,1479544,91.65
>=70,2021-12-30,215,1479759,91.66
>=70,2021-12-31,52,1479811,91.67
>=70,2022-01-01,0,1479811,91.67
>=70,2022-01-02,1,1479812,91.67
>=70,2022-01-03,183,1479995,91.68
>=70,2022-01-04,204,1480199,91.69
>=70,2022-01-05,124,1480323,91.7
>=70,2022-01-06,168,1480491,91.71
>=70,2022-01-07,127,1480618,91.72
>=70,2022-01-08,12,1480630,91.72
>=70,2022-01-09,3,1480633,91.72
>=70,2022-01-10,184,1480817,91.73
>=70,2022-01-11,169,1480986,91.74
>=70,2022-01-12,147,1481133,91.75
>=70,2022-01-13,145,1481278,91.76
>=70,2022-01-14,127,1481405,91.76
>=70,2022-01-15,10,1481415,91.76
>=70,2022-01-16,0,1481415,91.76
>=70,2022-01-17,128,1481543,91.77
>=70,2022-01-18,107,1481650,91.78
>=70,2022-01-19,117,1481767,91.79
>=70,2022-01-20,134,1481901,91.79
>=70,2022-01-21,64,1481965,91.8
>=70,2022-01-22,5,1481970,91.8
>=70,2022-01-23,0,1481970,91.8
>=70,2022-01-24,127,1482097,91.81
>=70,2022-01-25,115,1482212,91.81
>=70,2022-01-26,111,1482323,91.82
>=70,2022-01-27,110,1482433,91.83
>=70,2022-01-28,63,1482496,91.83
>=70,2022-01-29,2,1482498,91.83
>=70,2022-01-30,0,1482498,91.83
>=70,2022-01-31,129,1482627,91.84
>=70,2022-02-01,119,1482746,91.85
>=70,2022-02-02,155,1482901,91.86
>=70,2022-02-03,136,1483037,91.87
>=70,2022-02-04,153,1483190,91.87
>=70,2022-02-05,10,1483200,91.88
>=70,2022-02-06,1,1483201,91.88
>=70,2022-02-07,85,1483286,91.88
