region_nombre,Fecha,primera_dosis,segunda_dosis,unica_dosis,region,pob_2021,avance_vacunacion,cobertura_vacunacion,avance_porcentual,cobertura_porcentual
Aysén,2021-02-15,14379.0,1999.0,0.0,11,107737,14379.0,1999.0,13.35,1.86
Antofagasta,2021-02-15,50647.0,5886.0,0.0,2,703746,50647.0,5886.0,7.2,0.84
Arica y Parinacota,2021-02-15,26382.0,2805.0,0.0,15,255380,26382.0,2805.0,10.33,1.1
Atacama,2021-02-15,35914.0,3738.0,0.0,3,316737,35914.0,3738.0,11.34,1.18
Coquimbo,2021-02-15,79335.0,8606.0,0.0,4,848079,79335.0,8606.0,9.35,1.01
Araucanía,2021-02-15,118661.0,697.0,0.0,9,1019548,118661.0,697.0,11.64,0.07
Los Lagos,2021-02-15,110904.0,535.0,0.0,10,897303,110904.0,535.0,12.36,0.06
Los Ríos,2021-02-15,54478.0,145.0,0.0,14,407818,54478.0,145.0,13.36,0.04
Magallanes,2021-02-15,30331.0,164.0,0.0,12,179949,30331.0,164.0,16.86,0.09
Tarapacá,2021-02-15,33614.0,157.0,0.0,1,391165,33614.0,157.0,8.59,0.04
Valparaíso,2021-02-15,243739.0,1428.0,0.0,5,1979373,243739.0,1428.0,12.31,0.07
Ñuble,2021-02-15,78153.0,7703.0,0.0,16,514508,78153.0,7703.0,15.19,1.5
Biobío,2021-02-15,228809.0,2121.0,0.0,8,1670590,228809.0,2121.0,13.7,0.13
O’Higgins,2021-02-15,109716.0,11482.0,0.0,6,1000959,109716.0,11482.0,10.96,1.15
Maule,2021-02-15,136536.0,498.0,0.0,7,1143012,136536.0,498.0,11.95,0.04
Metropolitana,2021-02-15,784940.0,7840.0,0.0,13,8242459,784940.0,7840.0,9.52,0.1
Aysén,2021-02-16,15638.0,1999.0,0.0,11,107737,15638.0,1999.0,14.51,1.86
Antofagasta,2021-02-16,56069.0,5886.0,0.0,2,703746,56069.0,5886.0,7.97,0.84
Arica y Parinacota,2021-02-16,28463.0,2805.0,0.0,15,255380,28463.0,2805.0,11.15,1.1
Atacama,2021-02-16,37790.0,3739.0,0.0,3,316737,37790.0,3739.0,11.93,1.18
Coquimbo,2021-02-16,88176.0,8606.0,0.0,4,848079,88176.0,8606.0,10.4,1.01
Araucanía,2021-02-16,132758.0,697.0,0.0,9,1019548,132758.0,697.0,13.02,0.07
Los Lagos,2021-02-16,121602.0,535.0,0.0,10,897303,121602.0,535.0,13.55,0.06
Los Ríos,2021-02-16,58337.0,145.0,0.0,14,407818,58337.0,145.0,14.3,0.04
Magallanes,2021-02-16,32710.0,164.0,0.0,12,179949,32710.0,164.0,18.18,0.09
Tarapacá,2021-02-16,38449.0,157.0,0.0,1,391165,38449.0,157.0,9.83,0.04
Valparaíso,2021-02-16,273508.0,1428.0,0.0,5,1979373,273508.0,1428.0,13.82,0.07
Ñuble,2021-02-16,84515.0,7703.0,0.0,16,514508,84515.0,7703.0,16.43,1.5
Biobío,2021-02-16,245696.0,2121.0,0.0,8,1670590,245696.0,2121.0,14.71,0.13
O’Higgins,2021-02-16,122772.0,11482.0,0.0,6,1000959,122772.0,11482.0,12.27,1.15
Maule,2021-02-16,149532.0,498.0,0.0,7,1143012,149532.0,498.0,13.08,0.04
Metropolitana,2021-02-16,870545.0,7850.0,0.0,13,8242459,870545.0,7850.0,10.56,0.1
Aysén,2021-02-17,16886.0,1999.0,0.0,11,107737,16886.0,1999.0,15.67,1.86
Antofagasta,2021-02-17,60865.0,5886.0,0.0,2,703746,60865.0,5886.0,8.65,0.84
Arica y Parinacota,2021-02-17,30626.0,2805.0,0.0,15,255380,30626.0,2805.0,11.99,1.1
Atacama,2021-02-17,39686.0,3739.0,0.0,3,316737,39686.0,3739.0,12.53,1.18
Coquimbo,2021-02-17,96226.0,8606.0,0.0,4,848079,96226.0,8606.0,11.35,1.01
Araucanía,2021-02-17,143379.0,697.0,0.0,9,1019548,143379.0,697.0,14.06,0.07
Los Lagos,2021-02-17,129300.0,535.0,0.0,10,897303,129300.0,535.0,14.41,0.06
Los Ríos,2021-02-17,61675.0,145.0,0.0,14,407818,61675.0,145.0,15.12,0.04
Magallanes,2021-02-17,35305.0,164.0,0.0,12,179949,35305.0,164.0,19.62,0.09
Tarapacá,2021-02-17,41930.0,157.0,0.0,1,391165,41930.0,157.0,10.72,0.04
Valparaíso,2021-02-17,297917.0,1428.0,0.0,5,1979373,297917.0,1428.0,15.05,0.07
Ñuble,2021-02-17,90430.0,7703.0,0.0,16,514508,90430.0,7703.0,17.58,1.5
Biobío,2021-02-17,260119.0,2121.0,0.0,8,1670590,260119.0,2121.0,15.57,0.13
O’Higgins,2021-02-17,134123.0,11482.0,0.0,6,1000959,134123.0,11482.0,13.4,1.15
Maule,2021-02-17,161132.0,498.0,0.0,7,1143012,161132.0,498.0,14.1,0.04
Metropolitana,2021-02-17,945003.0,7850.0,0.0,13,8242459,945003.0,7850.0,11.47,0.1
Aysén,2021-02-18,18235.0,1999.0,0.0,11,107737,18235.0,1999.0,16.93,1.86
Antofagasta,2021-02-18,64997.0,5886.0,0.0,2,703746,64997.0,5886.0,9.24,0.84
Arica y Parinacota,2021-02-18,32757.0,2805.0,0.0,15,255380,32757.0,2805.0,12.83,1.1
Atacama,2021-02-18,41630.0,3739.0,0.0,3,316737,41630.0,3739.0,13.14,1.18
Coquimbo,2021-02-18,103144.0,8607.0,0.0,4,848079,103144.0,8607.0,12.16,1.01
Araucanía,2021-02-18,152448.0,697.0,0.0,9,1019548,152448.0,697.0,14.95,0.07
Los Lagos,2021-02-18,136010.0,535.0,0.0,10,897303,136010.0,535.0,15.16,0.06
Los Ríos,2021-02-18,64666.0,145.0,0.0,14,407818,64666.0,145.0,15.86,0.04
Magallanes,2021-02-18,37065.0,164.0,0.0,12,179949,37065.0,164.0,20.6,0.09
Tarapacá,2021-02-18,44132.0,157.0,0.0,1,391165,44132.0,157.0,11.28,0.04
Valparaíso,2021-02-18,318562.0,1428.0,0.0,5,1979373,318562.0,1428.0,16.09,0.07
Ñuble,2021-02-18,95585.0,7703.0,0.0,16,514508,95585.0,7703.0,18.58,1.5
Biobío,2021-02-18,271045.0,2121.0,0.0,8,1670590,271045.0,2121.0,16.22,0.13
O’Higgins,2021-02-18,143181.0,11482.0,0.0,6,1000959,143181.0,11482.0,14.3,1.15
Maule,2021-02-18,170227.0,498.0,0.0,7,1143012,170227.0,498.0,14.89,0.04
Metropolitana,2021-02-18,1006176.0,7850.0,0.0,13,8242459,1006176.0,7850.0,12.21,0.1
Aysén,2021-02-19,19483.0,1999.0,0.0,11,107737,19483.0,1999.0,18.08,1.86
Antofagasta,2021-02-19,69040.0,5886.0,0.0,2,703746,69040.0,5886.0,9.81,0.84
Arica y Parinacota,2021-02-19,34821.0,2805.0,0.0,15,255380,34821.0,2805.0,13.63,1.1
Atacama,2021-02-19,42714.0,3739.0,0.0,3,316737,42714.0,3739.0,13.49,1.18
Coquimbo,2021-02-19,109624.0,8607.0,0.0,4,848079,109624.0,8607.0,12.93,1.01
Araucanía,2021-02-19,160744.0,697.0,0.0,9,1019548,160744.0,697.0,15.77,0.07
Los Lagos,2021-02-19,142344.0,535.0,0.0,10,897303,142344.0,535.0,15.86,0.06
Los Ríos,2021-02-19,67461.0,145.0,0.0,14,407818,67461.0,145.0,16.54,0.04
Magallanes,2021-02-19,38785.0,164.0,0.0,12,179949,38785.0,164.0,21.55,0.09
Tarapacá,2021-02-19,46277.0,157.0,0.0,1,391165,46277.0,157.0,11.83,0.04
Valparaíso,2021-02-19,337089.0,1428.0,0.0,5,1979373,337089.0,1428.0,17.03,0.07
Ñuble,2021-02-19,99922.0,7703.0,0.0,16,514508,99922.0,7703.0,19.42,1.5
Biobío,2021-02-19,280980.0,2121.0,0.0,8,1670590,280980.0,2121.0,16.82,0.13
O’Higgins,2021-02-19,150904.0,11482.0,0.0,6,1000959,150904.0,11482.0,15.08,1.15
Maule,2021-02-19,179178.0,498.0,0.0,7,1143012,179178.0,498.0,15.68,0.04
Metropolitana,2021-02-19,1062613.0,7850.0,0.0,13,8242459,1062613.0,7850.0,12.89,0.1
Aysén,2021-02-20,19564.0,1999.0,0.0,11,107737,19564.0,1999.0,18.16,1.86
Antofagasta,2021-02-20,69195.0,5886.0,0.0,2,703746,69195.0,5886.0,9.83,0.84
Arica y Parinacota,2021-02-20,34876.0,2805.0,0.0,15,255380,34876.0,2805.0,13.66,1.1
Atacama,2021-02-20,42767.0,3739.0,0.0,3,316737,42767.0,3739.0,13.5,1.18
Coquimbo,2021-02-20,109668.0,8607.0,0.0,4,848079,109668.0,8607.0,12.93,1.01
Araucanía,2021-02-20,161126.0,697.0,0.0,9,1019548,161126.0,697.0,15.8,0.07
Los Lagos,2021-02-20,142730.0,535.0,0.0,10,897303,142730.0,535.0,15.91,0.06
Los Ríos,2021-02-20,67534.0,145.0,0.0,14,407818,67534.0,145.0,16.56,0.04
Magallanes,2021-02-20,38987.0,164.0,0.0,12,179949,38987.0,164.0,21.67,0.09
Tarapacá,2021-02-20,46386.0,157.0,0.0,1,391165,46386.0,157.0,11.86,0.04
Valparaíso,2021-02-20,337768.0,1428.0,0.0,5,1979373,337768.0,1428.0,17.06,0.07
Ñuble,2021-02-20,100121.0,7703.0,0.0,16,514508,100121.0,7703.0,19.46,1.5
Biobío,2021-02-20,282119.0,2121.0,0.0,8,1670590,282119.0,2121.0,16.89,0.13
O’Higgins,2021-02-20,151335.0,11482.0,0.0,6,1000959,151335.0,11482.0,15.12,1.15
Maule,2021-02-20,179549.0,498.0,0.0,7,1143012,179549.0,498.0,15.71,0.04
Metropolitana,2021-02-20,1067893.0,7850.0,0.0,13,8242459,1067893.0,7850.0,12.96,0.1
Aysén,2021-02-21,19564.0,1999.0,0.0,11,107737,19564.0,1999.0,18.16,1.86
Antofagasta,2021-02-21,69195.0,5886.0,0.0,2,703746,69195.0,5886.0,9.83,0.84
Arica y Parinacota,2021-02-21,34876.0,2805.0,0.0,15,255380,34876.0,2805.0,13.66,1.1
Atacama,2021-02-21,42769.0,3739.0,0.0,3,316737,42769.0,3739.0,13.5,1.18
Coquimbo,2021-02-21,109673.0,8607.0,0.0,4,848079,109673.0,8607.0,12.93,1.01
Araucanía,2021-02-21,161126.0,697.0,0.0,9,1019548,161126.0,697.0,15.8,0.07
Los Lagos,2021-02-21,142737.0,535.0,0.0,10,897303,142737.0,535.0,15.91,0.06
Los Ríos,2021-02-21,67588.0,145.0,0.0,14,407818,67588.0,145.0,16.57,0.04
Magallanes,2021-02-21,38997.0,164.0,0.0,12,179949,38997.0,164.0,21.67,0.09
Tarapacá,2021-02-21,46386.0,157.0,0.0,1,391165,46386.0,157.0,11.86,0.04
Valparaíso,2021-02-21,337881.0,1428.0,0.0,5,1979373,337881.0,1428.0,17.07,0.07
Ñuble,2021-02-21,100121.0,7703.0,0.0,16,514508,100121.0,7703.0,19.46,1.5
Biobío,2021-02-21,282511.0,2121.0,0.0,8,1670590,282511.0,2121.0,16.91,0.13
O’Higgins,2021-02-21,151347.0,11482.0,0.0,6,1000959,151347.0,11482.0,15.12,1.15
Maule,2021-02-21,179713.0,498.0,0.0,7,1143012,179713.0,498.0,15.72,0.04
Metropolitana,2021-02-21,1068298.0,7850.0,0.0,13,8242459,1068298.0,7850.0,12.96,0.1
Aysén,2021-02-22,20357.0,2000.0,0.0,11,107737,20357.0,2000.0,18.9,1.86
Antofagasta,2021-02-22,73113.0,5887.0,0.0,2,703746,73113.0,5887.0,10.39,0.84
Arica y Parinacota,2021-02-22,36868.0,2806.0,0.0,15,255380,36868.0,2806.0,14.44,1.1
Atacama,2021-02-22,44686.0,3739.0,0.0,3,316737,44686.0,3739.0,14.11,1.18
Coquimbo,2021-02-22,115884.0,8609.0,0.0,4,848079,115884.0,8609.0,13.66,1.02
Araucanía,2021-02-22,168604.0,697.0,0.0,9,1019548,168604.0,697.0,16.54,0.07
Los Lagos,2021-02-22,148345.0,535.0,0.0,10,897303,148345.0,535.0,16.53,0.06
Los Ríos,2021-02-22,70582.0,145.0,0.0,14,407818,70582.0,145.0,17.31,0.04
Magallanes,2021-02-22,39845.0,164.0,0.0,12,179949,39845.0,164.0,22.14,0.09
Tarapacá,2021-02-22,47961.0,158.0,0.0,1,391165,47961.0,158.0,12.26,0.04
Valparaíso,2021-02-22,349247.0,1428.0,0.0,5,1979373,349247.0,1428.0,17.64,0.07
Ñuble,2021-02-22,104189.0,7706.0,0.0,16,514508,104189.0,7706.0,20.25,1.5
Biobío,2021-02-22,291025.0,2121.0,0.0,8,1670590,291025.0,2121.0,17.42,0.13
O’Higgins,2021-02-22,157678.0,11490.0,0.0,6,1000959,157678.0,11490.0,15.75,1.15
Maule,2021-02-22,186860.0,501.0,0.0,7,1143012,186860.0,501.0,16.35,0.04
Metropolitana,2021-02-22,1105652.0,7852.0,0.0,13,8242459,1105652.0,7852.0,13.41,0.1
Aysén,2021-02-23,21138.0,2005.0,0.0,11,107737,21138.0,2005.0,19.62,1.86
Antofagasta,2021-02-23,76681.0,5893.0,0.0,2,703746,76681.0,5893.0,10.9,0.84
Arica y Parinacota,2021-02-23,38779.0,2821.0,0.0,15,255380,38779.0,2821.0,15.18,1.1
Atacama,2021-02-23,47119.0,3739.0,0.0,3,316737,47119.0,3739.0,14.88,1.18
Coquimbo,2021-02-23,121142.0,8613.0,0.0,4,848079,121142.0,8613.0,14.28,1.02
Araucanía,2021-02-23,175418.0,697.0,0.0,9,1019548,175418.0,697.0,17.21,0.07
Los Lagos,2021-02-23,153596.0,535.0,0.0,10,897303,153596.0,535.0,17.12,0.06
Los Ríos,2021-02-23,73042.0,145.0,0.0,14,407818,73042.0,145.0,17.91,0.04
Magallanes,2021-02-23,40565.0,164.0,0.0,12,179949,40565.0,164.0,22.54,0.09
Tarapacá,2021-02-23,49674.0,158.0,0.0,1,391165,49674.0,158.0,12.7,0.04
Valparaíso,2021-02-23,358387.0,1428.0,0.0,5,1979373,358387.0,1428.0,18.11,0.07
Ñuble,2021-02-23,108001.0,7709.0,0.0,16,514508,108001.0,7709.0,20.99,1.5
Biobío,2021-02-23,298764.0,2122.0,0.0,8,1670590,298764.0,2122.0,17.88,0.13
O’Higgins,2021-02-23,163162.0,11493.0,0.0,6,1000959,163162.0,11493.0,16.3,1.15
Maule,2021-02-23,193292.0,504.0,0.0,7,1143012,193292.0,504.0,16.91,0.04
Metropolitana,2021-02-23,1136346.0,7852.0,0.0,13,8242459,1136346.0,7852.0,13.79,0.1
Aysén,2021-02-24,21841.0,2009.0,0.0,11,107737,21841.0,2009.0,20.27,1.86
Antofagasta,2021-02-24,79907.0,6006.0,0.0,2,703746,79907.0,6006.0,11.35,0.85
Arica y Parinacota,2021-02-24,40103.0,2832.0,0.0,15,255380,40103.0,2832.0,15.7,1.11
Atacama,2021-02-24,49465.0,3739.0,0.0,3,316737,49465.0,3739.0,15.62,1.18
Coquimbo,2021-02-24,125798.0,8626.0,0.0,4,848079,125798.0,8626.0,14.83,1.02
Araucanía,2021-02-24,181185.0,697.0,0.0,9,1019548,181185.0,697.0,17.77,0.07
Los Lagos,2021-02-24,158657.0,535.0,0.0,10,897303,158657.0,535.0,17.68,0.06
Los Ríos,2021-02-24,75178.0,145.0,0.0,14,407818,75178.0,145.0,18.43,0.04
Magallanes,2021-02-24,41479.0,164.0,0.0,12,179949,41479.0,164.0,23.05,0.09
Tarapacá,2021-02-24,52048.0,158.0,0.0,1,391165,52048.0,158.0,13.31,0.04
Valparaíso,2021-02-24,366200.0,1431.0,0.0,5,1979373,366200.0,1431.0,18.5,0.07
Ñuble,2021-02-24,111289.0,7721.0,0.0,16,514508,111289.0,7721.0,21.63,1.5
Biobío,2021-02-24,306528.0,2122.0,0.0,8,1670590,306528.0,2122.0,18.35,0.13
O’Higgins,2021-02-24,168077.0,11507.0,0.0,6,1000959,168077.0,11507.0,16.79,1.15
Maule,2021-02-24,199169.0,504.0,0.0,7,1143012,199169.0,504.0,17.42,0.04
Metropolitana,2021-02-24,1164282.0,7855.0,0.0,13,8242459,1164282.0,7855.0,14.13,0.1
Aysén,2021-02-25,22521.0,2015.0,0.0,11,107737,22521.0,2015.0,20.9,1.87
Antofagasta,2021-02-25,82254.0,6025.0,0.0,2,703746,82254.0,6025.0,11.69,0.86
Arica y Parinacota,2021-02-25,41245.0,2844.0,0.0,15,255380,41245.0,2844.0,16.15,1.11
Atacama,2021-02-25,51752.0,3746.0,0.0,3,316737,51752.0,3746.0,16.34,1.18
Coquimbo,2021-02-25,130614.0,8655.0,0.0,4,848079,130614.0,8655.0,15.4,1.02
Araucanía,2021-02-25,186048.0,703.0,0.0,9,1019548,186048.0,703.0,18.25,0.07
Los Lagos,2021-02-25,163612.0,538.0,0.0,10,897303,163612.0,538.0,18.23,0.06
Los Ríos,2021-02-25,77099.0,145.0,0.0,14,407818,77099.0,145.0,18.91,0.04
Magallanes,2021-02-25,42476.0,165.0,0.0,12,179949,42476.0,165.0,23.6,0.09
Tarapacá,2021-02-25,54197.0,159.0,0.0,1,391165,54197.0,159.0,13.86,0.04
Valparaíso,2021-02-25,374838.0,1438.0,0.0,5,1979373,374838.0,1438.0,18.94,0.07
Ñuble,2021-02-25,114575.0,7730.0,0.0,16,514508,114575.0,7730.0,22.27,1.5
Biobío,2021-02-25,315750.0,2122.0,0.0,8,1670590,315750.0,2122.0,18.9,0.13
O’Higgins,2021-02-25,172969.0,11514.0,0.0,6,1000959,172969.0,11514.0,17.28,1.15
Maule,2021-02-25,204946.0,504.0,0.0,7,1143012,204946.0,504.0,17.93,0.04
Metropolitana,2021-02-25,1192238.0,7892.0,0.0,13,8242459,1192238.0,7892.0,14.46,0.1
Aysén,2021-02-26,22894.0,2027.0,0.0,11,107737,22894.0,2027.0,21.25,1.88
Antofagasta,2021-02-26,84800.0,6028.0,0.0,2,703746,84800.0,6028.0,12.05,0.86
Arica y Parinacota,2021-02-26,43297.0,2852.0,0.0,15,255380,43297.0,2852.0,16.95,1.12
Atacama,2021-02-26,53284.0,3773.0,0.0,3,316737,53284.0,3773.0,16.82,1.19
Coquimbo,2021-02-26,134577.0,8658.0,0.0,4,848079,134577.0,8658.0,15.87,1.02
Araucanía,2021-02-26,191167.0,716.0,0.0,9,1019548,191167.0,716.0,18.75,0.07
Los Lagos,2021-02-26,169237.0,539.0,0.0,10,897303,169237.0,539.0,18.86,0.06
Los Ríos,2021-02-26,78655.0,145.0,0.0,14,407818,78655.0,145.0,19.29,0.04
Magallanes,2021-02-26,43315.0,165.0,0.0,12,179949,43315.0,165.0,24.07,0.09
Tarapacá,2021-02-26,55709.0,159.0,0.0,1,391165,55709.0,159.0,14.24,0.04
Valparaíso,2021-02-26,384437.0,1454.0,0.0,5,1979373,384437.0,1454.0,19.42,0.07
Ñuble,2021-02-26,117232.0,7734.0,0.0,16,514508,117232.0,7734.0,22.79,1.5
Biobío,2021-02-26,322532.0,2122.0,0.0,8,1670590,322532.0,2122.0,19.31,0.13
O’Higgins,2021-02-26,176729.0,11526.0,0.0,6,1000959,176729.0,11526.0,17.66,1.15
Maule,2021-02-26,211388.0,509.0,0.0,7,1143012,211388.0,509.0,18.49,0.04
Metropolitana,2021-02-26,1216134.0,7906.0,0.0,13,8242459,1216134.0,7906.0,14.75,0.1
Aysén,2021-02-27,22905.0,2027.0,0.0,11,107737,22905.0,2027.0,21.26,1.88
Antofagasta,2021-02-27,84800.0,6029.0,0.0,2,703746,84800.0,6029.0,12.05,0.86
Arica y Parinacota,2021-02-27,43493.0,2853.0,0.0,15,255380,43493.0,2853.0,17.03,1.12
Atacama,2021-02-27,53360.0,3773.0,0.0,3,316737,53360.0,3773.0,16.85,1.19
Coquimbo,2021-02-27,134713.0,8658.0,0.0,4,848079,134713.0,8658.0,15.88,1.02
Araucanía,2021-02-27,191780.0,716.0,0.0,9,1019548,191780.0,716.0,18.81,0.07
Los Lagos,2021-02-27,169575.0,539.0,0.0,10,897303,169575.0,539.0,18.9,0.06
Los Ríos,2021-02-27,78674.0,145.0,0.0,14,407818,78674.0,145.0,19.29,0.04
Magallanes,2021-02-27,43403.0,165.0,0.0,12,179949,43403.0,165.0,24.12,0.09
Tarapacá,2021-02-27,55782.0,159.0,0.0,1,391165,55782.0,159.0,14.26,0.04
Valparaíso,2021-02-27,388080.0,1455.0,0.0,5,1979373,388080.0,1455.0,19.61,0.07
Ñuble,2021-02-27,117286.0,7734.0,0.0,16,514508,117286.0,7734.0,22.8,1.5
Biobío,2021-02-27,322880.0,2122.0,0.0,8,1670590,322880.0,2122.0,19.33,0.13
O’Higgins,2021-02-27,177053.0,11526.0,0.0,6,1000959,177053.0,11526.0,17.69,1.15
Maule,2021-02-27,211667.0,509.0,0.0,7,1143012,211667.0,509.0,18.52,0.04
Metropolitana,2021-02-27,1219914.0,7907.0,0.0,13,8242459,1219914.0,7907.0,14.8,0.1
Aysén,2021-02-28,22905.0,2027.0,0.0,11,107737,22905.0,2027.0,21.26,1.88
Antofagasta,2021-02-28,84800.0,6029.0,0.0,2,703746,84800.0,6029.0,12.05,0.86
Arica y Parinacota,2021-02-28,43493.0,2853.0,0.0,15,255380,43493.0,2853.0,17.03,1.12
Atacama,2021-02-28,53360.0,3773.0,0.0,3,316737,53360.0,3773.0,16.85,1.19
Coquimbo,2021-02-28,134713.0,8658.0,0.0,4,848079,134713.0,8658.0,15.88,1.02
Araucanía,2021-02-28,191781.0,716.0,0.0,9,1019548,191781.0,716.0,18.81,0.07
Los Lagos,2021-02-28,169575.0,539.0,0.0,10,897303,169575.0,539.0,18.9,0.06
Los Ríos,2021-02-28,78675.0,145.0,0.0,14,407818,78675.0,145.0,19.29,0.04
Magallanes,2021-02-28,43403.0,165.0,0.0,12,179949,43403.0,165.0,24.12,0.09
Tarapacá,2021-02-28,55782.0,159.0,0.0,1,391165,55782.0,159.0,14.26,0.04
Valparaíso,2021-02-28,388096.0,1455.0,0.0,5,1979373,388096.0,1455.0,19.61,0.07
Ñuble,2021-02-28,117344.0,7734.0,0.0,16,514508,117344.0,7734.0,22.81,1.5
Biobío,2021-02-28,323038.0,2122.0,0.0,8,1670590,323038.0,2122.0,19.34,0.13
O’Higgins,2021-02-28,177053.0,11526.0,0.0,6,1000959,177053.0,11526.0,17.69,1.15
Maule,2021-02-28,211676.0,509.0,0.0,7,1143012,211676.0,509.0,18.52,0.04
Metropolitana,2021-02-28,1220026.0,7907.0,0.0,13,8242459,1220026.0,7907.0,14.8,0.1
Aysén,2021-03-01,23544.0,2029.0,0.0,11,107737,23544.0,2029.0,21.85,1.88
Antofagasta,2021-03-01,88975.0,6031.0,0.0,2,703746,88975.0,6031.0,12.64,0.86
Arica y Parinacota,2021-03-01,44975.0,2855.0,0.0,15,255380,44975.0,2855.0,17.61,1.12
Atacama,2021-03-01,54742.0,3782.0,0.0,3,316737,54742.0,3782.0,17.28,1.19
Coquimbo,2021-03-01,142170.0,8662.0,0.0,4,848079,142170.0,8662.0,16.76,1.02
Araucanía,2021-03-01,199301.0,717.0,0.0,9,1019548,199301.0,717.0,19.55,0.07
Los Lagos,2021-03-01,175625.0,839.0,0.0,10,897303,175625.0,839.0,19.57,0.09
Los Ríos,2021-03-01,80675.0,145.0,0.0,14,407818,80675.0,145.0,19.78,0.04
Magallanes,2021-03-01,45572.0,165.0,0.0,12,179949,45572.0,165.0,25.32,0.09
Tarapacá,2021-03-01,57684.0,159.0,0.0,1,391165,57684.0,159.0,14.75,0.04
Valparaíso,2021-03-01,401435.0,1457.0,0.0,5,1979373,401435.0,1457.0,20.28,0.07
Ñuble,2021-03-01,120862.0,7739.0,0.0,16,514508,120862.0,7739.0,23.49,1.5
Biobío,2021-03-01,334462.0,2130.0,0.0,8,1670590,334462.0,2130.0,20.02,0.13
O’Higgins,2021-03-01,186539.0,11543.0,0.0,6,1000959,186539.0,11543.0,18.64,1.15
Maule,2021-03-01,219260.0,518.0,0.0,7,1143012,219260.0,518.0,19.18,0.05
Metropolitana,2021-03-01,1276986.0,7954.0,0.0,13,8242459,1276986.0,7954.0,15.49,0.1
Aysén,2021-03-02,24359.0,2259.0,0.0,11,107737,24359.0,2259.0,22.61,2.1
Antofagasta,2021-03-02,93734.0,6552.0,0.0,2,703746,93734.0,6552.0,13.32,0.93
Arica y Parinacota,2021-03-02,46183.0,2916.0,0.0,15,255380,46183.0,2916.0,18.08,1.14
Atacama,2021-03-02,55926.0,4455.0,0.0,3,316737,55926.0,4455.0,17.66,1.41
Coquimbo,2021-03-02,150183.0,8726.0,0.0,4,848079,150183.0,8726.0,17.71,1.03
Araucanía,2021-03-02,209490.0,1026.0,0.0,9,1019548,209490.0,1026.0,20.55,0.1
Los Lagos,2021-03-02,182285.0,1569.0,0.0,10,897303,182285.0,1569.0,20.31,0.17
Los Ríos,2021-03-02,84520.0,616.0,0.0,14,407818,84520.0,616.0,20.72,0.15
Magallanes,2021-03-02,47963.0,210.0,0.0,12,179949,47963.0,210.0,26.65,0.12
Tarapacá,2021-03-02,59595.0,291.0,0.0,1,391165,59595.0,291.0,15.24,0.07
Valparaíso,2021-03-02,419713.0,2920.0,0.0,5,1979373,419713.0,2920.0,21.2,0.15
Ñuble,2021-03-02,124873.0,7860.0,0.0,16,514508,124873.0,7860.0,24.27,1.53
Biobío,2021-03-02,347758.0,4845.0,0.0,8,1670590,347758.0,4845.0,20.82,0.29
O’Higgins,2021-03-02,196509.0,11812.0,0.0,6,1000959,196509.0,11812.0,19.63,1.18
Maule,2021-03-02,228734.0,1436.0,0.0,7,1143012,228734.0,1436.0,20.01,0.13
Metropolitana,2021-03-02,1339852.0,11646.0,0.0,13,8242459,1339852.0,11646.0,16.26,0.14
Aysén,2021-03-03,25282.0,3391.0,0.0,11,107737,25282.0,3391.0,23.47,3.15
Antofagasta,2021-03-03,98475.0,9496.0,0.0,2,703746,98475.0,9496.0,13.99,1.35
Arica y Parinacota,2021-03-03,47196.0,4169.0,0.0,15,255380,47196.0,4169.0,18.48,1.63
Atacama,2021-03-03,56895.0,9461.0,0.0,3,316737,56895.0,9461.0,17.96,2.99
Coquimbo,2021-03-03,157757.0,12405.0,0.0,4,848079,157757.0,12405.0,18.6,1.46
Araucanía,2021-03-03,217963.0,12147.0,0.0,9,1019548,217963.0,12147.0,21.38,1.19
Los Lagos,2021-03-03,188748.0,9657.0,0.0,10,897303,188748.0,9657.0,21.04,1.08
Los Ríos,2021-03-03,88714.0,4868.0,0.0,14,407818,88714.0,4868.0,21.75,1.19
Magallanes,2021-03-03,50156.0,3312.0,0.0,12,179949,50156.0,3312.0,27.87,1.84
Tarapacá,2021-03-03,61294.0,2218.0,0.0,1,391165,61294.0,2218.0,15.67,0.57
Valparaíso,2021-03-03,440237.0,18127.0,0.0,5,1979373,440237.0,18127.0,22.24,0.92
Ñuble,2021-03-03,128423.0,13209.0,0.0,16,514508,128423.0,13209.0,24.96,2.57
Biobío,2021-03-03,361046.0,25098.0,0.0,8,1670590,361046.0,25098.0,21.61,1.5
O’Higgins,2021-03-03,205800.0,18603.0,0.0,6,1000959,205800.0,18603.0,20.56,1.86
Maule,2021-03-03,237685.0,13098.0,0.0,7,1143012,237685.0,13098.0,20.79,1.15
Metropolitana,2021-03-03,1403798.0,63928.0,0.0,13,8242459,1403798.0,63928.0,17.03,0.78
Aysén,2021-03-04,26012.0,4759.0,0.0,11,107737,26012.0,4759.0,24.14,4.42
Antofagasta,2021-03-04,102841.0,12765.0,0.0,2,703746,102841.0,12765.0,14.61,1.81
Arica y Parinacota,2021-03-04,48025.0,7003.0,0.0,15,255380,48025.0,7003.0,18.81,2.74
Atacama,2021-03-04,58044.0,14661.0,0.0,3,316737,58044.0,14661.0,18.33,4.63
Coquimbo,2021-03-04,164121.0,16998.0,0.0,4,848079,164121.0,16998.0,19.35,2.0
