region_nombre,Fecha,primera_dosis,segunda_dosis,unica_dosis,region,pob_2021,avance_vacunacion,cobertura_vacunacion,avance_porcentual,cobertura_porcentual
Valparaíso,2021-03-29,746775.0,396137.0,0.0,5,1979373,746775.0,396137.0,37.73,20.01
Ñuble,2021-03-29,208954.0,119000.0,0.0,16,514508,208954.0,119000.0,40.61,23.13
Biobío,2021-03-29,611146.0,328636.0,0.0,8,1670590,611146.0,328636.0,36.58,19.67
O’Higgins,2021-03-29,355744.0,184005.0,0.0,6,1000959,355744.0,184005.0,35.54,18.38
Maule,2021-03-29,404610.0,215121.0,0.0,7,1143012,404610.0,215121.0,35.4,18.82
Metropolitana,2021-03-29,2544599.0,1248536.0,0.0,13,8242459,2544599.0,1248536.0,30.87,15.15
Aysén,2021-03-30,37636.0,23952.0,0.0,11,107737,37636.0,23952.0,34.93,22.23
Antofagasta,2021-03-30,198105.0,91730.0,0.0,2,703746,198105.0,91730.0,28.15,13.03
Arica y Parinacota,2021-03-30,73103.0,44934.0,0.0,15,255380,73103.0,44934.0,28.63,17.59
Atacama,2021-03-30,97499.0,54226.0,0.0,3,316737,97499.0,54226.0,30.78,17.12
Coquimbo,2021-03-30,272442.0,146335.0,0.0,4,848079,272442.0,146335.0,32.12,17.25
Araucanía,2021-03-30,368055.0,203866.0,0.0,9,1019548,368055.0,203866.0,36.1,20.0
Los Lagos,2021-03-30,315870.0,177346.0,0.0,10,897303,315870.0,177346.0,35.2,19.76
Los Ríos,2021-03-30,152650.0,82476.0,0.0,14,407818,152650.0,82476.0,37.43,20.22
Magallanes,2021-03-30,78035.0,46854.0,0.0,12,179949,78035.0,46854.0,43.37,26.04
Tarapacá,2021-03-30,104070.0,57727.0,0.0,1,391165,104070.0,57727.0,26.61,14.76
Valparaíso,2021-03-30,760763.0,411951.0,0.0,5,1979373,760763.0,411951.0,38.43,20.81
Ñuble,2021-03-30,212281.0,122558.0,0.0,16,514508,212281.0,122558.0,41.26,23.82
Biobío,2021-03-30,621828.0,339476.0,0.0,8,1670590,621828.0,339476.0,37.22,20.32
O’Higgins,2021-03-30,364341.0,193555.0,0.0,6,1000959,364341.0,193555.0,36.4,19.34
Maule,2021-03-30,412391.0,223402.0,0.0,7,1143012,412391.0,223402.0,36.08,19.55
Metropolitana,2021-03-30,2600931.0,1308389.0,0.0,13,8242459,2600931.0,1308389.0,31.56,15.87
Aysén,2021-03-31,38178.0,24766.0,0.0,11,107737,38178.0,24766.0,35.44,22.99
Antofagasta,2021-03-31,203048.0,96116.0,0.0,2,703746,203048.0,96116.0,28.85,13.66
Arica y Parinacota,2021-03-31,74313.0,45762.0,0.0,15,255380,74313.0,45762.0,29.1,17.92
Atacama,2021-03-31,99237.0,55671.0,0.0,3,316737,99237.0,55671.0,31.33,17.58
Coquimbo,2021-03-31,277480.0,153452.0,0.0,4,848079,277480.0,153452.0,32.72,18.09
Araucanía,2021-03-31,373445.0,211830.0,0.0,9,1019548,373445.0,211830.0,36.63,20.78
Los Lagos,2021-03-31,322115.0,183733.0,0.0,10,897303,322115.0,183733.0,35.9,20.48
Los Ríos,2021-03-31,155023.0,86213.0,0.0,14,407818,155023.0,86213.0,38.01,21.14
Magallanes,2021-03-31,79296.0,48992.0,0.0,12,179949,79296.0,48992.0,44.07,27.23
Tarapacá,2021-03-31,106049.0,59369.0,0.0,1,391165,106049.0,59369.0,27.11,15.18
Valparaíso,2021-03-31,773510.0,432150.0,0.0,5,1979373,773510.0,432150.0,39.08,21.83
Ñuble,2021-03-31,215381.0,125921.0,0.0,16,514508,215381.0,125921.0,41.86,24.47
Biobío,2021-03-31,632855.0,351455.0,0.0,8,1670590,632855.0,351455.0,37.88,21.04
O’Higgins,2021-03-31,372565.0,203185.0,0.0,6,1000959,372565.0,203185.0,37.22,20.3
Maule,2021-03-31,419475.0,231637.0,0.0,7,1143012,419475.0,231637.0,36.7,20.27
Metropolitana,2021-03-31,2654541.0,1371663.0,0.0,13,8242459,2654541.0,1371663.0,32.21,16.64
Aysén,2021-04-01,38772.0,25543.0,0.0,11,107737,38772.0,25543.0,35.99,23.71
Antofagasta,2021-04-01,207754.0,101119.0,0.0,2,703746,207754.0,101119.0,29.52,14.37
Arica y Parinacota,2021-04-01,75477.0,46637.0,0.0,15,255380,75477.0,46637.0,29.55,18.26
Atacama,2021-04-01,100912.0,57171.0,0.0,3,316737,100912.0,57171.0,31.86,18.05
Coquimbo,2021-04-01,283070.0,160018.0,0.0,4,848079,283070.0,160018.0,33.38,18.87
Araucanía,2021-04-01,379415.0,219981.0,0.0,9,1019548,379415.0,219981.0,37.21,21.58
Los Lagos,2021-04-01,328613.0,190222.0,0.0,10,897303,328613.0,190222.0,36.62,21.2
Los Ríos,2021-04-01,157575.0,90362.0,0.0,14,407818,157575.0,90362.0,38.64,22.16
Magallanes,2021-04-01,80658.0,50842.0,0.0,12,179949,80658.0,50842.0,44.82,28.25
Tarapacá,2021-04-01,107970.0,61497.0,0.0,1,391165,107970.0,61497.0,27.6,15.72
Valparaíso,2021-04-01,787328.0,454270.0,0.0,5,1979373,787328.0,454270.0,39.78,22.95
Ñuble,2021-04-01,220012.0,129367.0,0.0,16,514508,220012.0,129367.0,42.76,25.14
Biobío,2021-04-01,644148.0,364062.0,0.0,8,1670590,644148.0,364062.0,38.56,21.79
O’Higgins,2021-04-01,380349.0,215730.0,0.0,6,1000959,380349.0,215730.0,38.0,21.55
Maule,2021-04-01,427765.0,240124.0,0.0,7,1143012,427765.0,240124.0,37.42,21.01
Metropolitana,2021-04-01,2710988.0,1443404.0,0.0,13,8242459,2710988.0,1443404.0,32.89,17.51
Aysén,2021-04-02,38772.0,25549.0,0.0,11,107737,38772.0,25549.0,35.99,23.71
Antofagasta,2021-04-02,208047.0,101151.0,0.0,2,703746,208047.0,101151.0,29.56,14.37
Arica y Parinacota,2021-04-02,75563.0,46644.0,0.0,15,255380,75563.0,46644.0,29.59,18.26
Atacama,2021-04-02,100912.0,57172.0,0.0,3,316737,100912.0,57172.0,31.86,18.05
Coquimbo,2021-04-02,283079.0,160120.0,0.0,4,848079,283079.0,160120.0,33.38,18.88
Araucanía,2021-04-02,379432.0,220345.0,0.0,9,1019548,379432.0,220345.0,37.22,21.61
Los Lagos,2021-04-02,328618.0,190234.0,0.0,10,897303,328618.0,190234.0,36.62,21.2
Los Ríos,2021-04-02,157701.0,90632.0,0.0,14,407818,157701.0,90632.0,38.67,22.22
Magallanes,2021-04-02,80659.0,50843.0,0.0,12,179949,80659.0,50843.0,44.82,28.25
Tarapacá,2021-04-02,107998.0,61498.0,0.0,1,391165,107998.0,61498.0,27.61,15.72
Valparaíso,2021-04-02,787490.0,454848.0,0.0,5,1979373,787490.0,454848.0,39.78,22.98
Ñuble,2021-04-02,220013.0,129369.0,0.0,16,514508,220013.0,129369.0,42.76,25.14
Biobío,2021-04-02,644344.0,364749.0,0.0,8,1670590,644344.0,364749.0,38.57,21.83
O’Higgins,2021-04-02,380356.0,215795.0,0.0,6,1000959,380356.0,215795.0,38.0,21.56
Maule,2021-04-02,427791.0,240183.0,0.0,7,1143012,427791.0,240183.0,37.43,21.01
Metropolitana,2021-04-02,2711879.0,1446396.0,0.0,13,8242459,2711879.0,1446396.0,32.9,17.55
Aysén,2021-04-03,38836.0,25549.0,0.0,11,107737,38836.0,25549.0,36.05,23.71
Antofagasta,2021-04-03,208503.0,101157.0,0.0,2,703746,208503.0,101157.0,29.63,14.37
Arica y Parinacota,2021-04-03,75705.0,46648.0,0.0,15,255380,75705.0,46648.0,29.64,18.27
Atacama,2021-04-03,100912.0,57172.0,0.0,3,316737,100912.0,57172.0,31.86,18.05
Coquimbo,2021-04-03,283079.0,160122.0,0.0,4,848079,283079.0,160122.0,33.38,18.88
Araucanía,2021-04-03,379450.0,220361.0,0.0,9,1019548,379450.0,220361.0,37.22,21.61
Los Lagos,2021-04-03,328626.0,190239.0,0.0,10,897303,328626.0,190239.0,36.62,21.2
Los Ríos,2021-04-03,157827.0,90740.0,0.0,14,407818,157827.0,90740.0,38.7,22.25
Magallanes,2021-04-03,80659.0,50847.0,0.0,12,179949,80659.0,50847.0,44.82,28.26
Tarapacá,2021-04-03,108026.0,61498.0,0.0,1,391165,108026.0,61498.0,27.62,15.72
Valparaíso,2021-04-03,787682.0,455060.0,0.0,5,1979373,787682.0,455060.0,39.79,22.99
Ñuble,2021-04-03,220013.0,129369.0,0.0,16,514508,220013.0,129369.0,42.76,25.14
Biobío,2021-04-03,644416.0,364839.0,0.0,8,1670590,644416.0,364839.0,38.57,21.84
O’Higgins,2021-04-03,380372.0,215800.0,0.0,6,1000959,380372.0,215800.0,38.0,21.56
Maule,2021-04-03,427822.0,240204.0,0.0,7,1143012,427822.0,240204.0,37.43,21.02
Metropolitana,2021-04-03,2712602.0,1447268.0,0.0,13,8242459,2712602.0,1447268.0,32.91,17.56
Aysén,2021-04-04,38838.0,25549.0,0.0,11,107737,38838.0,25549.0,36.05,23.71
Antofagasta,2021-04-04,208698.0,101163.0,0.0,2,703746,208698.0,101163.0,29.66,14.37
Arica y Parinacota,2021-04-04,75706.0,46649.0,0.0,15,255380,75706.0,46649.0,29.64,18.27
Atacama,2021-04-04,100912.0,57172.0,0.0,3,316737,100912.0,57172.0,31.86,18.05
Coquimbo,2021-04-04,283081.0,160125.0,0.0,4,848079,283081.0,160125.0,33.38,18.88
Araucanía,2021-04-04,379450.0,220361.0,0.0,9,1019548,379450.0,220361.0,37.22,21.61
Los Lagos,2021-04-04,328626.0,190240.0,0.0,10,897303,328626.0,190240.0,36.62,21.2
Los Ríos,2021-04-04,157895.0,90773.0,0.0,14,407818,157895.0,90773.0,38.72,22.26
Magallanes,2021-04-04,80659.0,50849.0,0.0,12,179949,80659.0,50849.0,44.82,28.26
Tarapacá,2021-04-04,108066.0,61500.0,0.0,1,391165,108066.0,61500.0,27.63,15.72
Valparaíso,2021-04-04,787723.0,455081.0,0.0,5,1979373,787723.0,455081.0,39.8,22.99
Ñuble,2021-04-04,220013.0,129369.0,0.0,16,514508,220013.0,129369.0,42.76,25.14
Biobío,2021-04-04,644418.0,364852.0,0.0,8,1670590,644418.0,364852.0,38.57,21.84
O’Higgins,2021-04-04,380398.0,215818.0,0.0,6,1000959,380398.0,215818.0,38.0,21.56
Maule,2021-04-04,427851.0,240220.0,0.0,7,1143012,427851.0,240220.0,37.43,21.02
Metropolitana,2021-04-04,2712853.0,1447613.0,0.0,13,8242459,2712853.0,1447613.0,32.91,17.56
Aysén,2021-04-05,39254.0,26302.0,0.0,11,107737,39254.0,26302.0,36.44,24.41
Antofagasta,2021-04-05,211847.0,107387.0,0.0,2,703746,211847.0,107387.0,30.1,15.26
Arica y Parinacota,2021-04-05,76676.0,48208.0,0.0,15,255380,76676.0,48208.0,30.02,18.88
Atacama,2021-04-05,102527.0,59830.0,0.0,3,316737,102527.0,59830.0,32.37,18.89
Coquimbo,2021-04-05,286992.0,169830.0,0.0,4,848079,286992.0,169830.0,33.84,20.03
Araucanía,2021-04-05,383242.0,232699.0,0.0,9,1019548,383242.0,232699.0,37.59,22.82
Los Lagos,2021-04-05,332563.0,199082.0,0.0,10,897303,332563.0,199082.0,37.06,22.19
Los Ríos,2021-04-05,159402.0,95366.0,0.0,14,407818,159402.0,95366.0,39.09,23.38
Magallanes,2021-04-05,81530.0,52791.0,0.0,12,179949,81530.0,52791.0,45.31,29.34
Tarapacá,2021-04-05,109871.0,64452.0,0.0,1,391165,109871.0,64452.0,28.09,16.48
Valparaíso,2021-04-05,795553.0,479499.0,0.0,5,1979373,795553.0,479499.0,40.19,24.22
Ñuble,2021-04-05,223045.0,134904.0,0.0,16,514508,223045.0,134904.0,43.35,26.22
Biobío,2021-04-05,650575.0,383358.0,0.0,8,1670590,650575.0,383358.0,38.94,22.95
O’Higgins,2021-04-05,384625.0,225504.0,0.0,6,1000959,384625.0,225504.0,38.43,22.53
Maule,2021-04-05,433590.0,252758.0,0.0,7,1143012,433590.0,252758.0,37.93,22.11
Metropolitana,2021-04-05,2743363.0,1530086.0,0.0,13,8242459,2743363.0,1530086.0,33.28,18.56
Aysén,2021-04-06,39652.0,26945.0,0.0,11,107737,39652.0,26945.0,36.8,25.01
Antofagasta,2021-04-06,215320.0,112580.0,0.0,2,703746,215320.0,112580.0,30.6,16.0
Arica y Parinacota,2021-04-06,78063.0,49496.0,0.0,15,255380,78063.0,49496.0,30.57,19.38
Atacama,2021-04-06,104059.0,61897.0,0.0,3,316737,104059.0,61897.0,32.85,19.54
Coquimbo,2021-04-06,291586.0,176635.0,0.0,4,848079,291586.0,176635.0,34.38,20.83
Araucanía,2021-04-06,387841.0,240944.0,0.0,9,1019548,387841.0,240944.0,38.04,23.63
Los Lagos,2021-04-06,337217.0,205442.0,0.0,10,897303,337217.0,205442.0,37.58,22.9
Los Ríos,2021-04-06,161072.0,99179.0,0.0,14,407818,161072.0,99179.0,39.5,24.32
Magallanes,2021-04-06,82823.0,54316.0,0.0,12,179949,82823.0,54316.0,46.03,30.18
Tarapacá,2021-04-06,111988.0,66411.0,0.0,1,391165,111988.0,66411.0,28.63,16.98
Valparaíso,2021-04-06,805227.0,496058.0,0.0,5,1979373,805227.0,496058.0,40.68,25.06
Ñuble,2021-04-06,226272.0,140077.0,0.0,16,514508,226272.0,140077.0,43.98,27.23
Biobío,2021-04-06,658108.0,397061.0,0.0,8,1670590,658108.0,397061.0,39.39,23.77
O’Higgins,2021-04-06,389248.0,233673.0,0.0,6,1000959,389248.0,233673.0,38.89,23.34
Maule,2021-04-06,439941.0,262291.0,0.0,7,1143012,439941.0,262291.0,38.49,22.95
Metropolitana,2021-04-06,2778733.0,1585569.0,0.0,13,8242459,2778733.0,1585569.0,33.71,19.24
Aysén,2021-04-07,40016.0,27486.0,0.0,11,107737,40016.0,27486.0,37.14,25.51
Antofagasta,2021-04-07,219121.0,117299.0,0.0,2,703746,219121.0,117299.0,31.14,16.67
Arica y Parinacota,2021-04-07,78990.0,50729.0,0.0,15,255380,78990.0,50729.0,30.93,19.86
Atacama,2021-04-07,105832.0,63683.0,0.0,3,316737,105832.0,63683.0,33.41,20.11
Coquimbo,2021-04-07,295931.0,182471.0,0.0,4,848079,295931.0,182471.0,34.89,21.52
Araucanía,2021-04-07,392505.0,248950.0,0.0,9,1019548,392505.0,248950.0,38.5,24.42
Los Lagos,2021-04-07,341650.0,211565.0,0.0,10,897303,341650.0,211565.0,38.08,23.58
Los Ríos,2021-04-07,162594.0,102398.0,0.0,14,407818,162594.0,102398.0,39.87,25.11
Magallanes,2021-04-07,84121.0,55556.0,0.0,12,179949,84121.0,55556.0,46.75,30.87
Tarapacá,2021-04-07,114129.0,68205.0,0.0,1,391165,114129.0,68205.0,29.18,17.44
Valparaíso,2021-04-07,814917.0,511591.0,0.0,5,1979373,814917.0,511591.0,41.17,25.85
Ñuble,2021-04-07,229397.0,145000.0,0.0,16,514508,229397.0,145000.0,44.59,28.18
Biobío,2021-04-07,666142.0,410187.0,0.0,8,1670590,666142.0,410187.0,39.87,24.55
O’Higgins,2021-04-07,394485.0,241274.0,0.0,6,1000959,394485.0,241274.0,39.41,24.1
Maule,2021-04-07,445859.0,271525.0,0.0,7,1143012,445859.0,271525.0,39.01,23.76
Metropolitana,2021-04-07,2815802.0,1638919.0,0.0,13,8242459,2815802.0,1638919.0,34.16,19.88
Aysén,2021-04-08,40323.0,28012.0,0.0,11,107737,40323.0,28012.0,37.43,26.0
Antofagasta,2021-04-08,222183.0,121302.0,0.0,2,703746,222183.0,121302.0,31.57,17.24
Arica y Parinacota,2021-04-08,79926.0,52259.0,0.0,15,255380,79926.0,52259.0,31.3,20.46
Atacama,2021-04-08,107038.0,65605.0,0.0,3,316737,107038.0,65605.0,33.79,20.71
Coquimbo,2021-04-08,299787.0,189303.0,0.0,4,848079,299787.0,189303.0,35.35,22.32
Araucanía,2021-04-08,396216.0,258613.0,0.0,9,1019548,396216.0,258613.0,38.86,25.37
Los Lagos,2021-04-08,344689.0,217027.0,0.0,10,897303,344689.0,217027.0,38.41,24.19
Los Ríos,2021-04-08,164362.0,106179.0,0.0,14,407818,164362.0,106179.0,40.3,26.04
Magallanes,2021-04-08,85130.0,57077.0,0.0,12,179949,85130.0,57077.0,47.31,31.72
Tarapacá,2021-04-08,115801.0,70158.0,0.0,1,391165,115801.0,70158.0,29.6,17.94
Valparaíso,2021-04-08,822601.0,532490.0,0.0,5,1979373,822601.0,532490.0,41.56,26.9
Ñuble,2021-04-08,232332.0,150782.0,0.0,16,514508,232332.0,150782.0,45.16,29.31
Biobío,2021-04-08,672926.0,426357.0,0.0,8,1670590,672926.0,426357.0,40.28,25.52
O’Higgins,2021-04-08,397409.0,250844.0,0.0,6,1000959,397409.0,250844.0,39.7,25.06
Maule,2021-04-08,450983.0,281688.0,0.0,7,1143012,450983.0,281688.0,39.46,24.64
Metropolitana,2021-04-08,2846020.0,1701791.0,0.0,13,8242459,2846020.0,1701791.0,34.53,20.65
Aysén,2021-04-09,40610.0,28538.0,0.0,11,107737,40610.0,28538.0,37.69,26.49
Antofagasta,2021-04-09,224736.0,127105.0,0.0,2,703746,224736.0,127105.0,31.93,18.06
Arica y Parinacota,2021-04-09,80185.0,53349.0,0.0,15,255380,80185.0,53349.0,31.4,20.89
Atacama,2021-04-09,108555.0,67185.0,0.0,3,316737,108555.0,67185.0,34.27,21.21
Coquimbo,2021-04-09,303311.0,194603.0,0.0,4,848079,303311.0,194603.0,35.76,22.95
Araucanía,2021-04-09,399790.0,267132.0,0.0,9,1019548,399790.0,267132.0,39.21,26.2
Los Lagos,2021-04-09,347550.0,222983.0,0.0,10,897303,347550.0,222983.0,38.73,24.85
Los Ríos,2021-04-09,166347.0,109558.0,0.0,14,407818,166347.0,109558.0,40.79,26.86
Magallanes,2021-04-09,85897.0,58277.0,0.0,12,179949,85897.0,58277.0,47.73,32.39
Tarapacá,2021-04-09,117435.0,71775.0,0.0,1,391165,117435.0,71775.0,30.02,18.35
Valparaíso,2021-04-09,830181.0,549943.0,0.0,5,1979373,830181.0,549943.0,41.94,27.78
Ñuble,2021-04-09,235260.0,155774.0,0.0,16,514508,235260.0,155774.0,45.73,30.28
Biobío,2021-04-09,678490.0,439721.0,0.0,8,1670590,678490.0,439721.0,40.61,26.32
O’Higgins,2021-04-09,398935.0,259552.0,0.0,6,1000959,398935.0,259552.0,39.86,25.93
Maule,2021-04-09,455804.0,291132.0,0.0,7,1143012,455804.0,291132.0,39.88,25.47
Metropolitana,2021-04-09,2874994.0,1760829.0,0.0,13,8242459,2874994.0,1760829.0,34.88,21.36
Aysén,2021-04-10,40612.0,28544.0,0.0,11,107737,40612.0,28544.0,37.7,26.49
Antofagasta,2021-04-10,225249.0,127311.0,0.0,2,703746,225249.0,127311.0,32.01,18.09
Arica y Parinacota,2021-04-10,80186.0,53402.0,0.0,15,255380,80186.0,53402.0,31.4,20.91
Atacama,2021-04-10,108686.0,67191.0,0.0,3,316737,108686.0,67191.0,34.31,21.21
Coquimbo,2021-04-10,303400.0,194775.0,0.0,4,848079,303400.0,194775.0,35.77,22.97
Araucanía,2021-04-10,399953.0,267455.0,0.0,9,1019548,399953.0,267455.0,39.23,26.23
Los Lagos,2021-04-10,347691.0,223253.0,0.0,10,897303,347691.0,223253.0,38.75,24.88
Los Ríos,2021-04-10,166508.0,109703.0,0.0,14,407818,166508.0,109703.0,40.83,26.9
Magallanes,2021-04-10,85900.0,58284.0,0.0,12,179949,85900.0,58284.0,47.74,32.39
Tarapacá,2021-04-10,117583.0,71909.0,0.0,1,391165,117583.0,71909.0,30.06,18.38
Valparaíso,2021-04-10,830768.0,550747.0,0.0,5,1979373,830768.0,550747.0,41.97,27.82
Ñuble,2021-04-10,235482.0,155856.0,0.0,16,514508,235482.0,155856.0,45.77,30.29
Biobío,2021-04-10,679735.0,441454.0,0.0,8,1670590,679735.0,441454.0,40.69,26.43
O’Higgins,2021-04-10,398988.0,259872.0,0.0,6,1000959,398988.0,259872.0,39.86,25.96
Maule,2021-04-10,456096.0,291484.0,0.0,7,1143012,456096.0,291484.0,39.9,25.5
Metropolitana,2021-04-10,2882337.0,1771045.0,0.0,13,8242459,2882337.0,1771045.0,34.97,21.49
Aysén,2021-04-11,40612.0,28544.0,0.0,11,107737,40612.0,28544.0,37.7,26.49
Antofagasta,2021-04-11,225393.0,127325.0,0.0,2,703746,225393.0,127325.0,32.03,18.09
Arica y Parinacota,2021-04-11,80186.0,53402.0,0.0,15,255380,80186.0,53402.0,31.4,20.91
Atacama,2021-04-11,108686.0,67191.0,0.0,3,316737,108686.0,67191.0,34.31,21.21
Coquimbo,2021-04-11,303400.0,194776.0,0.0,4,848079,303400.0,194776.0,35.77,22.97
Araucanía,2021-04-11,399953.0,267458.0,0.0,9,1019548,399953.0,267458.0,39.23,26.23
Los Lagos,2021-04-11,347691.0,223254.0,0.0,10,897303,347691.0,223254.0,38.75,24.88
Los Ríos,2021-04-11,166557.0,109798.0,0.0,14,407818,166557.0,109798.0,40.84,26.92
Magallanes,2021-04-11,85902.0,58286.0,0.0,12,179949,85902.0,58286.0,47.74,32.39
Tarapacá,2021-04-11,117611.0,71911.0,0.0,1,391165,117611.0,71911.0,30.07,18.38
Valparaíso,2021-04-11,830887.0,550786.0,0.0,5,1979373,830887.0,550786.0,41.98,27.83
Ñuble,2021-04-11,235509.0,155910.0,0.0,16,514508,235509.0,155910.0,45.77,30.3
Biobío,2021-04-11,679955.0,441857.0,0.0,8,1670590,679955.0,441857.0,40.7,26.45
O’Higgins,2021-04-11,398988.0,259874.0,0.0,6,1000959,398988.0,259874.0,39.86,25.96
Maule,2021-04-11,456124.0,291526.0,0.0,7,1143012,456124.0,291526.0,39.91,25.51
Metropolitana,2021-04-11,2882807.0,1771742.0,0.0,13,8242459,2882807.0,1771742.0,34.98,21.5
Aysén,2021-04-12,40993.0,29373.0,0.0,11,107737,40993.0,29373.0,38.05,27.26
Antofagasta,2021-04-12,228676.0,132768.0,0.0,2,703746,228676.0,132768.0,32.49,18.87
Arica y Parinacota,2021-04-12,81111.0,54178.0,0.0,15,255380,81111.0,54178.0,31.76,21.21
Atacama,2021-04-12,109106.0,69138.0,0.0,3,316737,109106.0,69138.0,34.45,21.83
Coquimbo,2021-04-12,307175.0,201126.0,0.0,4,848079,307175.0,201126.0,36.22,23.72
Araucanía,2021-04-12,403292.0,276592.0,0.0,9,1019548,403292.0,276592.0,39.56,27.13
Los Lagos,2021-04-12,350699.0,231736.0,0.0,10,897303,350699.0,231736.0,39.08,25.83
Los Ríos,2021-04-12,167989.0,113214.0,0.0,14,407818,167989.0,113214.0,41.19,27.76
Magallanes,2021-04-12,86873.0,59480.0,0.0,12,179949,86873.0,59480.0,48.28,33.05
Tarapacá,2021-04-12,119669.0,74330.0,0.0,1,391165,119669.0,74330.0,30.59,19.0
Valparaíso,2021-04-12,839744.0,567125.0,0.0,5,1979373,839744.0,567125.0,42.42,28.65
Ñuble,2021-04-12,237448.0,161584.0,0.0,16,514508,237448.0,161584.0,46.15,31.41
Biobío,2021-04-12,686278.0,457827.0,0.0,8,1670590,686278.0,457827.0,41.08,27.41
O’Higgins,2021-04-12,402194.0,269086.0,0.0,6,1000959,402194.0,269086.0,40.18,26.88
Maule,2021-04-12,459353.0,302214.0,0.0,7,1143012,459353.0,302214.0,40.19,26.44
Metropolitana,2021-04-12,2917265.0,1832514.0,0.0,13,8242459,2917265.0,1832514.0,35.39,22.23
Aysén,2021-04-13,41343.0,30288.0,0.0,11,107737,41343.0,30288.0,38.37,28.11
Antofagasta,2021-04-13,231777.0,137886.0,0.0,2,703746,231777.0,137886.0,32.93,19.59
Arica y Parinacota,2021-04-13,82031.0,55911.0,0.0,15,255380,82031.0,55911.0,32.12,21.89
Atacama,2021-04-13,110638.0,71752.0,0.0,3,316737,110638.0,71752.0,34.93,22.65
Coquimbo,2021-04-13,310620.0,207378.0,0.0,4,848079,310620.0,207378.0,36.63,24.45
Araucanía,2021-04-13,407465.0,285771.0,0.0,9,1019548,407465.0,285771.0,39.97,28.03
Los Lagos,2021-04-13,354597.0,240194.0,0.0,10,897303,354597.0,240194.0,39.52,26.77
Los Ríos,2021-04-13,169580.0,116784.0,0.0,14,407818,169580.0,116784.0,41.58,28.64
Magallanes,2021-04-13,87714.0,60992.0,0.0,12,179949,87714.0,60992.0,48.74,33.89
Tarapacá,2021-04-13,121373.0,76843.0,0.0,1,391165,121373.0,76843.0,31.03,19.64
Valparaíso,2021-04-13,846837.0,584263.0,0.0,5,1979373,846837.0,584263.0,42.78,29.52
Ñuble,2021-04-13,239009.0,167266.0,0.0,16,514508,239009.0,167266.0,46.45,32.51
Biobío,2021-04-13,692274.0,473846.0,0.0,8,1670590,692274.0,473846.0,41.44,28.36
O’Higgins,2021-04-13,406461.0,277827.0,0.0,6,1000959,406461.0,277827.0,40.61,27.76
Maule,2021-04-13,463581.0,312868.0,0.0,7,1143012,463581.0,312868.0,40.56,27.37
Metropolitana,2021-04-13,2946982.0,1892301.0,0.0,13,8242459,2946982.0,1892301.0,35.75,22.96
Aysén,2021-04-14,41695.0,31113.0,0.0,11,107737,41695.0,31113.0,38.7,28.88
Antofagasta,2021-04-14,234845.0,143255.0,0.0,2,703746,234845.0,143255.0,33.37,20.36
Arica y Parinacota,2021-04-14,83034.0,57614.0,0.0,15,255380,83034.0,57614.0,32.51,22.56
Atacama,2021-04-14,112034.0,73964.0,0.0,3,316737,112034.0,73964.0,35.37,23.35
Coquimbo,2021-04-14,313964.0,212984.0,0.0,4,848079,313964.0,212984.0,37.02,25.11
Araucanía,2021-04-14,411161.0,294070.0,0.0,9,1019548,411161.0,294070.0,40.33,28.84
Los Lagos,2021-04-14,358605.0,247362.0,0.0,10,897303,358605.0,247362.0,39.96,27.57
Los Ríos,2021-04-14,171493.0,119969.0,0.0,14,407818,171493.0,119969.0,42.05,29.42
Magallanes,2021-04-14,88711.0,62392.0,0.0,12,179949,88711.0,62392.0,49.3,34.67
Tarapacá,2021-04-14,123184.0,79178.0,0.0,1,391165,123184.0,79178.0,31.49,20.24
Valparaíso,2021-04-14,855260.0,601279.0,0.0,5,1979373,855260.0,601279.0,43.21,30.38
Ñuble,2021-04-14,240259.0,172032.0,0.0,16,514508,240259.0,172032.0,46.7,33.44
Biobío,2021-04-14,698039.0,488179.0,0.0,8,1670590,698039.0,488179.0,41.78,29.22
O’Higgins,2021-04-14,411236.0,286352.0,0.0,6,1000959,411236.0,286352.0,41.08,28.61
Maule,2021-04-14,467565.0,322143.0,0.0,7,1143012,467565.0,322143.0,40.91,28.18
Metropolitana,2021-04-14,2979910.0,1949800.0,0.0,13,8242459,2979910.0,1949800.0,36.15,23.66
Aysén,2021-04-15,42015.0,31759.0,0.0,11,107737,42015.0,31759.0,39.0,29.48
Antofagasta,2021-04-15,237458.0,148310.0,0.0,2,703746,237458.0,148310.0,33.74,21.07
Arica y Parinacota,2021-04-15,83756.0,59446.0,0.0,15,255380,83756.0,59446.0,32.8,23.28
Atacama,2021-04-15,113161.0,76155.0,0.0,3,316737,113161.0,76155.0,35.73,24.04
Coquimbo,2021-04-15,316839.0,218346.0,0.0,4,848079,316839.0,218346.0,37.36,25.75
Araucanía,2021-04-15,414130.0,301651.0,0.0,9,1019548,414130.0,301651.0,40.62,29.59
Los Lagos,2021-04-15,362000.0,253926.0,0.0,10,897303,362000.0,253926.0,40.34,28.3
Los Ríos,2021-04-15,173157.0,122517.0,0.0,14,407818,173157.0,122517.0,42.46,30.04
Magallanes,2021-04-15,89637.0,63802.0,0.0,12,179949,89637.0,63802.0,49.81,35.46
Tarapacá,2021-04-15,124816.0,81341.0,0.0,1,391165,124816.0,81341.0,31.91,20.79
