region_nombre,Fecha,avance_porcentual,cobertura_porcentual,rango_cobertura
Tarapacá,2021-03-27,25.52,13.92,<50
Valparaíso,2021-03-27,36.97,19.39,<50
Ñuble,2021-03-27,39.94,22.54,<50
Biobío,2021-03-27,35.93,19.2,<50
O’Higgins,2021-03-27,34.76,17.53,<50
Maule,2021-03-27,34.65,18.27,<50
Metropolitana,2021-03-27,30.18,14.56,<50
Aysén,2021-03-28,33.85,21.18,<50
Antofagasta,2021-03-28,26.73,11.91,<50
Arica y Parinacota,2021-03-28,27.64,16.87,<50
Atacama,2021-03-28,29.62,16.51,<50
Coquimbo,2021-03-28,30.87,15.77,<50
Araucanía,2021-03-28,34.88,18.43,<50
Los Lagos,2021-03-28,33.98,18.65,<50
Los Ríos,2021-03-28,36.13,19.1,<50
Magallanes,2021-03-28,41.99,23.73,<50
Tarapacá,2021-03-28,25.52,13.92,<50
Valparaíso,2021-03-28,36.97,19.4,<50
Ñuble,2021-03-28,39.95,22.54,<50
Biobío,2021-03-28,35.93,19.2,<50
O’Higgins,2021-03-28,34.77,17.53,<50
Maule,2021-03-28,34.65,18.27,<50
Metropolitana,2021-03-28,30.19,14.56,<50
Aysén,2021-03-29,34.41,21.69,<50
Antofagasta,2021-03-29,27.52,12.42,<50
Arica y Parinacota,2021-03-29,28.17,17.22,<50
Atacama,2021-03-29,30.31,16.85,<50
Coquimbo,2021-03-29,31.56,16.44,<50
Araucanía,2021-03-29,35.57,19.1,<50
Los Lagos,2021-03-29,34.63,19.16,<50
Los Ríos,2021-03-29,36.92,19.44,<50
Magallanes,2021-03-29,42.74,24.61,<50
Tarapacá,2021-03-29,26.15,14.33,<50
Valparaíso,2021-03-29,37.82,20.02,<50
Ñuble,2021-03-29,40.69,23.14,<50
Biobío,2021-03-29,36.7,19.69,<50
O’Higgins,2021-03-29,35.66,18.39,<50
Maule,2021-03-29,35.47,18.84,<50
Metropolitana,2021-03-29,30.96,15.16,<50
Aysén,2021-03-30,35.01,22.24,<50
Antofagasta,2021-03-30,28.25,13.05,<50
Arica y Parinacota,2021-03-30,28.72,17.63,<50
Atacama,2021-03-30,30.97,17.25,<50
Coquimbo,2021-03-30,32.21,17.27,<50
Araucanía,2021-03-30,36.17,20.0,<50
Los Lagos,2021-03-30,35.3,19.78,<50
Los Ríos,2021-03-30,37.52,20.24,<50
Magallanes,2021-03-30,43.44,26.05,<50
Tarapacá,2021-03-30,26.7,14.76,<50
Valparaíso,2021-03-30,38.53,20.82,<50
Ñuble,2021-03-30,41.34,23.83,<50
Biobío,2021-03-30,37.35,20.34,<50
O’Higgins,2021-03-30,36.52,19.34,<50
Maule,2021-03-30,36.15,19.56,<50
Metropolitana,2021-03-30,31.65,15.89,<50
Aysén,2021-03-31,35.51,23.0,<50
Antofagasta,2021-03-31,28.95,13.67,<50
Arica y Parinacota,2021-03-31,29.19,17.95,<50
Atacama,2021-03-31,31.52,17.71,<50
Coquimbo,2021-03-31,32.81,18.11,<50
Araucanía,2021-03-31,36.7,20.78,<50
Los Lagos,2021-03-31,36.0,20.49,<50
Los Ríos,2021-03-31,38.11,21.16,<50
Magallanes,2021-03-31,44.15,27.23,<50
Tarapacá,2021-03-31,27.21,15.18,<50
Valparaíso,2021-03-31,39.18,21.84,<50
Ñuble,2021-03-31,41.95,24.49,<50
Biobío,2021-03-31,38.01,21.06,<50
O’Higgins,2021-03-31,37.34,20.31,<50
Maule,2021-03-31,36.77,20.29,<50
Metropolitana,2021-03-31,32.31,16.65,<50
Aysén,2021-04-01,36.06,23.72,<50
Antofagasta,2021-04-01,29.62,14.38,<50
Arica y Parinacota,2021-04-01,29.65,18.29,<50
Atacama,2021-04-01,32.06,18.19,<50
Coquimbo,2021-04-01,33.47,18.88,<50
Araucanía,2021-04-01,37.29,21.58,<50
Los Lagos,2021-04-01,36.73,21.22,<50
Los Ríos,2021-04-01,38.74,22.18,<50
Magallanes,2021-04-01,44.9,28.26,<50
Tarapacá,2021-04-01,27.7,15.73,<50
Valparaíso,2021-04-01,39.88,22.96,<50
Ñuble,2021-04-01,42.85,25.16,<50
Biobío,2021-04-01,38.69,21.81,<50
O’Higgins,2021-04-01,38.12,21.56,<50
Maule,2021-04-01,37.5,21.03,<50
Metropolitana,2021-04-01,32.99,17.53,<50
Aysén,2021-04-02,36.06,23.72,<50
Antofagasta,2021-04-02,29.66,14.39,<50
Arica y Parinacota,2021-04-02,29.68,18.3,<50
Atacama,2021-04-02,32.06,18.19,<50
Coquimbo,2021-04-02,33.47,18.9,<50
Araucanía,2021-04-02,37.29,21.62,<50
Los Lagos,2021-04-02,36.74,21.22,<50
Los Ríos,2021-04-02,38.77,22.24,<50
Magallanes,2021-04-02,44.9,28.26,<50
Tarapacá,2021-04-02,27.71,15.73,<50
Valparaíso,2021-04-02,39.88,22.99,<50
Ñuble,2021-04-02,42.85,25.16,<50
Biobío,2021-04-02,38.7,21.85,<50
O’Higgins,2021-04-02,38.12,21.57,<50
Maule,2021-04-02,37.5,21.03,<50
Metropolitana,2021-04-02,33.0,17.56,<50
Aysén,2021-04-03,36.13,23.72,<50
Antofagasta,2021-04-03,29.73,14.39,<50
Arica y Parinacota,2021-04-03,29.74,18.3,<50
Atacama,2021-04-03,32.06,18.19,<50
Coquimbo,2021-04-03,33.47,18.9,<50
Araucanía,2021-04-03,37.29,21.62,<50
Los Lagos,2021-04-03,36.74,21.22,<50
Los Ríos,2021-04-03,38.8,22.27,<50
Magallanes,2021-04-03,44.9,28.27,<50
Tarapacá,2021-04-03,27.72,15.73,<50
Valparaíso,2021-04-03,39.89,23.0,<50
Ñuble,2021-04-03,42.85,25.16,<50
Biobío,2021-04-03,38.7,21.86,<50
O’Higgins,2021-04-03,38.13,21.57,<50
Maule,2021-04-03,37.5,21.04,<50
Metropolitana,2021-04-03,33.01,17.57,<50
Aysén,2021-04-04,36.13,23.72,<50
Antofagasta,2021-04-04,29.75,14.39,<50
Arica y Parinacota,2021-04-04,29.74,18.3,<50
Atacama,2021-04-04,32.06,18.19,<50
Coquimbo,2021-04-04,33.47,18.9,<50
Araucanía,2021-04-04,37.29,21.62,<50
Los Lagos,2021-04-04,36.74,21.22,<50
Los Ríos,2021-04-04,38.82,22.28,<50
Magallanes,2021-04-04,44.9,28.27,<50
Tarapacá,2021-04-04,27.73,15.73,<50
Valparaíso,2021-04-04,39.9,23.0,<50
Ñuble,2021-04-04,42.85,25.16,<50
Biobío,2021-04-04,38.7,21.86,<50
O’Higgins,2021-04-04,38.13,21.57,<50
Maule,2021-04-04,37.51,21.04,<50
Metropolitana,2021-04-04,33.02,17.58,<50
Aysén,2021-04-05,36.51,24.42,<50
Antofagasta,2021-04-05,30.21,15.27,<50
Arica y Parinacota,2021-04-05,30.12,18.91,<50
Atacama,2021-04-05,32.57,19.04,<50
Coquimbo,2021-04-05,33.94,20.04,<50
Araucanía,2021-04-05,37.67,22.83,<50
Los Lagos,2021-04-05,37.18,22.21,<50
Los Ríos,2021-04-05,39.19,23.4,<50
Magallanes,2021-04-05,45.39,29.35,<50
Tarapacá,2021-04-05,28.19,16.48,<50
Valparaíso,2021-04-05,40.29,24.24,<50
Ñuble,2021-04-05,43.45,26.24,<50
Biobío,2021-04-05,39.08,22.97,<50
O’Higgins,2021-04-05,38.55,22.54,<50
Maule,2021-04-05,38.01,22.14,<50
Metropolitana,2021-04-05,33.39,18.58,<50
Aysén,2021-04-06,36.89,25.02,<50
Antofagasta,2021-04-06,30.7,16.01,<50
Arica y Parinacota,2021-04-06,30.67,19.42,<50
Atacama,2021-04-06,33.06,19.7,<50
Coquimbo,2021-04-06,34.48,20.85,<50
Araucanía,2021-04-06,38.12,23.64,<50
Los Lagos,2021-04-06,37.7,22.92,<50
Los Ríos,2021-04-06,39.6,24.34,<50
Magallanes,2021-04-06,46.11,30.2,<50
Tarapacá,2021-04-06,28.75,16.99,<50
Valparaíso,2021-04-06,40.79,25.08,<50
Ñuble,2021-04-06,44.08,27.24,<50
Biobío,2021-04-06,39.53,23.79,<50
O’Higgins,2021-04-06,39.02,23.36,<50
Maule,2021-04-06,38.57,22.97,<50
Metropolitana,2021-04-06,33.82,19.25,<50
Aysén,2021-04-07,37.22,25.52,<50
Antofagasta,2021-04-07,31.25,16.68,<50
Arica y Parinacota,2021-04-07,31.04,19.9,<50
Atacama,2021-04-07,33.63,20.26,<50
Coquimbo,2021-04-07,35.0,21.54,<50
Araucanía,2021-04-07,38.58,24.43,<50
Los Lagos,2021-04-07,38.2,23.6,<50
Los Ríos,2021-04-07,39.97,25.13,<50
Magallanes,2021-04-07,46.83,30.89,<50
Tarapacá,2021-04-07,29.3,17.45,<50
Valparaíso,2021-04-07,41.28,25.86,<50
Ñuble,2021-04-07,44.69,28.2,<50
Biobío,2021-04-07,40.01,24.58,<50
O’Higgins,2021-04-07,39.55,24.11,<50
Maule,2021-04-07,39.09,23.78,<50
Metropolitana,2021-04-07,34.27,19.9,<50
Aysén,2021-04-08,37.51,26.01,<50
Antofagasta,2021-04-08,31.69,17.25,<50
Arica y Parinacota,2021-04-08,31.41,20.5,<50
Atacama,2021-04-08,34.01,20.87,<50
Coquimbo,2021-04-08,35.46,22.34,<50
Araucanía,2021-04-08,38.94,25.38,<50
Los Lagos,2021-04-08,38.54,24.21,<50
Los Ríos,2021-04-08,40.41,26.06,<50
Magallanes,2021-04-08,47.4,31.73,<50
Tarapacá,2021-04-08,29.74,17.95,<50
Valparaíso,2021-04-08,41.67,26.92,<50
Ñuble,2021-04-08,45.26,29.33,<50
Biobío,2021-04-08,40.42,25.54,<50
O’Higgins,2021-04-08,39.84,25.07,<50
Maule,2021-04-08,39.54,24.67,<50
Metropolitana,2021-04-08,34.64,20.67,<50
Aysén,2021-04-09,37.77,26.5,<50
Antofagasta,2021-04-09,32.05,18.08,<50
Arica y Parinacota,2021-04-09,31.51,20.93,<50
Atacama,2021-04-09,34.5,21.37,<50
Coquimbo,2021-04-09,35.87,22.97,<50
Araucanía,2021-04-09,39.3,26.21,<50
Los Lagos,2021-04-09,38.86,24.87,<50
Los Ríos,2021-04-09,40.9,26.89,<50
Magallanes,2021-04-09,47.82,32.4,<50
Tarapacá,2021-04-09,30.16,18.36,<50
Valparaíso,2021-04-09,42.06,27.8,<50
Ñuble,2021-04-09,45.84,30.3,<50
Biobío,2021-04-09,40.76,26.34,<50
O’Higgins,2021-04-09,40.0,25.94,<50
Maule,2021-04-09,39.96,25.5,<50
Metropolitana,2021-04-09,35.0,21.38,<50
Aysén,2021-04-10,37.78,26.51,<50
Antofagasta,2021-04-10,32.13,18.11,<50
Arica y Parinacota,2021-04-10,31.51,20.95,<50
Atacama,2021-04-10,34.54,21.37,<50
Coquimbo,2021-04-10,35.88,22.99,<50
Araucanía,2021-04-10,39.31,26.24,<50
Los Lagos,2021-04-10,38.87,24.9,<50
Los Ríos,2021-04-10,40.95,26.92,<50
Magallanes,2021-04-10,47.82,32.4,<50
Tarapacá,2021-04-10,30.2,18.39,<50
Valparaíso,2021-04-10,42.09,27.84,<50
Ñuble,2021-04-10,45.88,30.32,<50
Biobío,2021-04-10,40.83,26.45,<50
O’Higgins,2021-04-10,40.0,25.97,<50
Maule,2021-04-10,39.99,25.53,<50
Metropolitana,2021-04-10,35.09,21.51,<50
Aysén,2021-04-11,37.78,26.51,<50
Antofagasta,2021-04-11,32.15,18.11,<50
Arica y Parinacota,2021-04-11,31.51,20.95,<50
Atacama,2021-04-11,34.54,21.37,<50
Coquimbo,2021-04-11,35.88,22.99,<50
Araucanía,2021-04-11,39.31,26.24,<50
Los Lagos,2021-04-11,38.87,24.9,<50
Los Ríos,2021-04-11,40.96,26.95,<50
Magallanes,2021-04-11,47.82,32.41,<50
Tarapacá,2021-04-11,30.2,18.39,<50
Valparaíso,2021-04-11,42.09,27.84,<50
Ñuble,2021-04-11,45.89,30.33,<50
Biobío,2021-04-11,40.85,26.47,<50
O’Higgins,2021-04-11,40.0,25.97,<50
Maule,2021-04-11,39.99,25.54,<50
Metropolitana,2021-04-11,35.09,21.52,<50
Aysén,2021-04-12,38.13,27.28,<50
Antofagasta,2021-04-12,32.62,18.89,<50
Arica y Parinacota,2021-04-12,31.87,21.25,<50
Atacama,2021-04-12,34.68,21.99,<50
Coquimbo,2021-04-12,36.33,23.74,<50
Araucanía,2021-04-12,39.64,27.14,<50
Los Lagos,2021-04-12,39.21,25.85,<50
Los Ríos,2021-04-12,41.31,27.79,<50
Magallanes,2021-04-12,48.36,33.07,<50
Tarapacá,2021-04-12,30.74,19.02,<50
Valparaíso,2021-04-12,42.54,28.67,<50
Ñuble,2021-04-12,46.27,31.43,<50
Biobío,2021-04-12,41.23,27.43,<50
O’Higgins,2021-04-12,40.32,26.9,<50
Maule,2021-04-12,40.27,26.47,<50
Metropolitana,2021-04-12,35.51,22.25,<50
Aysén,2021-04-13,38.46,28.13,<50
Antofagasta,2021-04-13,33.07,19.62,<50
Arica y Parinacota,2021-04-13,32.23,21.94,<50
Atacama,2021-04-13,35.17,22.84,<50
Coquimbo,2021-04-13,36.74,24.48,<50
Araucanía,2021-04-13,40.05,28.04,<50
Los Lagos,2021-04-13,39.65,26.8,<50
Los Ríos,2021-04-13,41.7,28.67,<50
Magallanes,2021-04-13,48.83,33.91,<50
Tarapacá,2021-04-13,31.18,19.66,<50
Valparaíso,2021-04-13,42.9,29.54,<50
Ñuble,2021-04-13,46.57,32.54,<50
Biobío,2021-04-13,41.59,28.39,<50
O’Higgins,2021-04-13,40.75,27.78,<50
Maule,2021-04-13,40.65,27.41,<50
Metropolitana,2021-04-13,35.88,22.98,<50
Aysén,2021-04-14,38.79,28.9,<50
Antofagasta,2021-04-14,33.5,20.39,<50
Arica y Parinacota,2021-04-14,32.63,22.61,<50
Atacama,2021-04-14,35.62,23.55,<50
Coquimbo,2021-04-14,37.14,25.15,<50
Araucanía,2021-04-14,40.42,28.86,<50
Los Lagos,2021-04-14,40.1,27.6,<50
Los Ríos,2021-04-14,42.2,29.45,<50
Magallanes,2021-04-14,49.39,34.69,<50
Tarapacá,2021-04-14,31.65,20.26,<50
Valparaíso,2021-04-14,43.33,30.4,<50
Ñuble,2021-04-14,46.82,33.47,<50
Biobío,2021-04-14,41.94,29.25,<50
O’Higgins,2021-04-14,41.24,28.64,<50
Maule,2021-04-14,41.0,28.22,<50
Metropolitana,2021-04-14,36.28,23.68,<50
Aysén,2021-04-15,39.09,29.5,<50
Antofagasta,2021-04-15,33.88,21.11,<50
Arica y Parinacota,2021-04-15,32.91,23.33,<50
Atacama,2021-04-15,35.98,24.26,<50
Coquimbo,2021-04-15,37.48,25.78,<50
Araucanía,2021-04-15,40.71,29.61,<50
Los Lagos,2021-04-15,40.5,28.34,<50
Los Ríos,2021-04-15,42.63,30.08,<50
Magallanes,2021-04-15,49.91,35.48,<50
Tarapacá,2021-04-15,32.08,20.82,<50
Valparaíso,2021-04-15,43.67,31.31,<50
Ñuble,2021-04-15,47.01,34.28,<50
Biobío,2021-04-15,42.18,30.05,<50
O’Higgins,2021-04-15,41.6,29.38,<50
Maule,2021-04-15,41.23,28.99,<50
Metropolitana,2021-04-15,36.59,24.38,<50
Aysén,2021-04-16,39.36,30.06,<50
Antofagasta,2021-04-16,34.24,21.78,<50
Arica y Parinacota,2021-04-16,33.19,23.69,<50
Atacama,2021-04-16,36.31,24.84,<50
Coquimbo,2021-04-16,37.83,26.4,<50
Araucanía,2021-04-16,40.99,30.35,<50
Los Lagos,2021-04-16,40.8,28.89,<50
Los Ríos,2021-04-16,43.05,30.72,<50
Magallanes,2021-04-16,50.37,36.35,<50
Tarapacá,2021-04-16,32.59,21.42,<50
Valparaíso,2021-04-16,44.03,32.12,<50
Ñuble,2021-04-16,47.25,35.09,<50
Biobío,2021-04-16,42.4,30.78,<50
O’Higgins,2021-04-16,41.93,30.11,<50
Maule,2021-04-16,41.46,29.71,<50
Metropolitana,2021-04-16,36.87,25.06,<50
Aysén,2021-04-17,39.37,30.06,<50
Antofagasta,2021-04-17,34.38,21.88,<50
Arica y Parinacota,2021-04-17,33.2,23.71,<50
Atacama,2021-04-17,36.31,24.84,<50
Coquimbo,2021-04-17,37.84,26.41,<50
Araucanía,2021-04-17,41.0,30.38,<50
Los Lagos,2021-04-17,40.82,28.91,<50
Los Ríos,2021-04-17,43.15,30.77,<50
Magallanes,2021-04-17,50.37,36.36,<50
Tarapacá,2021-04-17,32.64,21.46,<50
Valparaíso,2021-04-17,44.05,32.16,<50
Ñuble,2021-04-17,47.27,35.13,<50
Biobío,2021-04-17,42.42,30.88,<50
O’Higgins,2021-04-17,41.95,30.13,<50
Maule,2021-04-17,41.48,29.75,<50
Metropolitana,2021-04-17,36.92,25.17,<50
Aysén,2021-04-18,39.37,30.06,<50
Antofagasta,2021-04-18,34.4,21.89,<50
Arica y Parinacota,2021-04-18,33.2,23.71,<50
Atacama,2021-04-18,36.31,24.84,<50
Coquimbo,2021-04-18,37.84,26.41,<50
Araucanía,2021-04-18,41.0,30.38,<50
Los Lagos,2021-04-18,40.82,28.91,<50
Los Ríos,2021-04-18,43.15,30.82,<50
Magallanes,2021-04-18,50.37,36.36,<50
Tarapacá,2021-04-18,32.65,21.46,<50
Valparaíso,2021-04-18,44.05,32.16,<50
Ñuble,2021-04-18,47.27,35.15,<50
Biobío,2021-04-18,42.43,30.92,<50
O’Higgins,2021-04-18,41.96,30.13,<50
Maule,2021-04-18,41.48,29.75,<50
Metropolitana,2021-04-18,36.93,25.18,<50
Aysén,2021-04-19,39.61,30.59,<50
Antofagasta,2021-04-19,34.61,22.77,<50
Arica y Parinacota,2021-04-19,33.49,23.97,<50
Atacama,2021-04-19,36.67,25.5,<50
Coquimbo,2021-04-19,38.15,27.16,<50
Araucanía,2021-04-19,41.26,31.12,<50
Los Lagos,2021-04-19,40.88,29.63,<50
Los Ríos,2021-04-19,43.35,31.58,<50
Magallanes,2021-04-19,50.74,37.13,<50
Tarapacá,2021-04-19,33.17,22.12,<50
Valparaíso,2021-04-19,44.34,32.98,<50
Ñuble,2021-04-19,47.47,35.94,<50
Biobío,2021-04-19,42.64,31.74,<50
O’Higgins,2021-04-19,42.15,30.88,<50
Maule,2021-04-19,41.71,30.55,<50
Metropolitana,2021-04-19,37.13,25.95,<50
Aysén,2021-04-20,39.93,31.24,<50
Antofagasta,2021-04-20,34.75,23.56,<50
Arica y Parinacota,2021-04-20,33.79,24.75,<50
Atacama,2021-04-20,37.11,26.3,<50
Coquimbo,2021-04-20,38.4,27.81,<50
Araucanía,2021-04-20,41.53,31.82,<50
Los Lagos,2021-04-20,40.95,30.43,<50
Los Ríos,2021-04-20,43.6,32.35,<50
Magallanes,2021-04-20,51.15,38.03,<50
Tarapacá,2021-04-20,33.7,22.77,<50
Valparaíso,2021-04-20,44.59,33.69,<50
Ñuble,2021-04-20,47.66,36.73,<50
Biobío,2021-04-20,42.79,32.5,<50
O’Higgins,2021-04-20,42.34,31.61,<50
Maule,2021-04-20,41.9,31.36,<50
Metropolitana,2021-04-20,37.29,26.74,<50
Aysén,2021-04-21,40.17,31.74,<50
Antofagasta,2021-04-21,34.88,24.29,<50
Arica y Parinacota,2021-04-21,34.06,25.35,<50
Atacama,2021-04-21,37.4,27.04,<50
Coquimbo,2021-04-21,38.63,28.5,<50
Araucanía,2021-04-21,41.74,32.51,<50
Los Lagos,2021-04-21,41.02,31.29,<50
Los Ríos,2021-04-21,43.8,33.11,<50
Magallanes,2021-04-21,51.44,38.89,<50
Tarapacá,2021-04-21,34.16,23.4,<50
Valparaíso,2021-04-21,44.79,34.45,<50
Ñuble,2021-04-21,47.8,37.48,<50
Biobío,2021-04-21,42.92,33.26,<50
O’Higgins,2021-04-21,42.51,32.39,<50
Maule,2021-04-21,42.09,32.13,<50
Metropolitana,2021-04-21,37.41,27.48,<50
Aysén,2021-04-22,40.48,32.24,<50
Antofagasta,2021-04-22,35.1,25.02,<50
Arica y Parinacota,2021-04-22,34.44,25.64,<50
Atacama,2021-04-22,37.74,27.75,<50
Coquimbo,2021-04-22,38.95,29.18,<50
Araucanía,2021-04-22,42.04,33.16,<50
Los Lagos,2021-04-22,41.16,32.02,<50
Los Ríos,2021-04-22,44.03,33.91,<50
Magallanes,2021-04-22,51.86,39.51,<50
Tarapacá,2021-04-22,34.53,23.86,<50
Valparaíso,2021-04-22,45.15,35.15,<50
Ñuble,2021-04-22,48.05,38.26,<50
Biobío,2021-04-22,43.18,33.97,<50
O’Higgins,2021-04-22,42.8,33.16,<50
Maule,2021-04-22,42.36,32.87,<50
Metropolitana,2021-04-22,37.7,28.27,<50
Aysén,2021-04-23,40.76,32.74,<50
Antofagasta,2021-04-23,35.26,25.7,<50
Arica y Parinacota,2021-04-23,34.6,26.21,<50
Atacama,2021-04-23,38.03,28.31,<50
Coquimbo,2021-04-23,39.21,29.88,<50
Araucanía,2021-04-23,42.28,33.82,<50
Los Lagos,2021-04-23,41.34,32.67,<50
Los Ríos,2021-04-23,44.17,34.58,<50
Magallanes,2021-04-23,52.05,40.07,<50
Tarapacá,2021-04-23,34.88,24.33,<50
Valparaíso,2021-04-23,45.4,35.91,<50
Ñuble,2021-04-23,48.23,39.01,<50
Biobío,2021-04-23,43.36,34.71,<50
O’Higgins,2021-04-23,43.02,33.94,<50
Maule,2021-04-23,42.58,33.58,<50
Metropolitana,2021-04-23,37.88,29.04,<50
Aysén,2021-04-24,40.77,32.75,<50
Antofagasta,2021-04-24,35.34,25.78,<50
Arica y Parinacota,2021-04-24,34.63,26.23,<50
Atacama,2021-04-24,38.03,28.31,<50
Coquimbo,2021-04-24,39.23,29.91,<50
Araucanía,2021-04-24,42.32,33.85,<50
Los Lagos,2021-04-24,41.36,32.7,<50
Los Ríos,2021-04-24,44.19,34.63,<50
Magallanes,2021-04-24,52.05,40.07,<50
Tarapacá,2021-04-24,34.95,24.37,<50
Valparaíso,2021-04-24,45.42,35.93,<50
Ñuble,2021-04-24,48.23,39.02,<50
Biobío,2021-04-24,43.4,34.75,<50
O’Higgins,2021-04-24,43.03,33.95,<50
Maule,2021-04-24,42.59,33.6,<50
Metropolitana,2021-04-24,37.91,29.15,<50
Aysén,2021-04-25,40.77,32.75,<50
Antofagasta,2021-04-25,35.34,25.8,<50
Arica y Parinacota,2021-04-25,34.63,26.23,<50
Atacama,2021-04-25,38.03,28.31,<50
Coquimbo,2021-04-25,39.23,29.91,<50
Araucanía,2021-04-25,42.32,33.85,<50
Los Lagos,2021-04-25,41.36,32.7,<50
Los Ríos,2021-04-25,44.19,34.64,<50
Magallanes,2021-04-25,52.05,40.07,<50
Tarapacá,2021-04-25,34.95,24.37,<50
Valparaíso,2021-04-25,45.42,35.94,<50
Ñuble,2021-04-25,48.23,39.03,<50
Biobío,2021-04-25,43.4,34.76,<50
O’Higgins,2021-04-25,43.03,33.95,<50
Maule,2021-04-25,42.59,33.6,<50
Metropolitana,2021-04-25,37.92,29.15,<50
Aysén,2021-04-26,41.05,33.34,<50
Antofagasta,2021-04-26,35.48,26.53,<50
Arica y Parinacota,2021-04-26,34.87,26.85,<50
Atacama,2021-04-26,38.28,28.74,<50
Coquimbo,2021-04-26,39.5,30.56,<50
Araucanía,2021-04-26,42.57,34.55,<50
Los Lagos,2021-04-26,41.67,33.38,<50
Los Ríos,2021-04-26,44.33,35.44,<50
Magallanes,2021-04-26,52.11,40.59,<50
Tarapacá,2021-04-26,35.33,25.13,<50
Valparaíso,2021-04-26,45.71,36.8,<50
Ñuble,2021-04-26,48.47,39.82,<50
Biobío,2021-04-26,43.6,35.55,<50
O’Higgins,2021-04-26,43.23,34.75,<50
Maule,2021-04-26,42.74,34.44,<50
Metropolitana,2021-04-26,38.12,29.97,<50
Aysén,2021-04-27,41.29,33.84,<50
Antofagasta,2021-04-27,35.61,27.06,<50
Arica y Parinacota,2021-04-27,35.17,27.51,<50
Atacama,2021-04-27,38.64,29.45,<50
Coquimbo,2021-04-27,39.77,31.11,<50
Araucanía,2021-04-27,42.81,35.18,<50
Los Lagos,2021-04-27,42.0,34.05,<50
Los Ríos,2021-04-27,44.44,36.11,<50
Magallanes,2021-04-27,52.46,41.41,<50
Tarapacá,2021-04-27,35.71,25.65,<50
Valparaíso,2021-04-27,45.91,37.48,<50
Ñuble,2021-04-27,48.66,40.51,<50
Biobío,2021-04-27,43.77,36.24,<50
O’Higgins,2021-04-27,43.44,35.62,<50
Maule,2021-04-27,42.92,35.16,<50
Metropolitana,2021-04-27,38.29,30.64,<50
Aysén,2021-04-28,41.6,34.36,<50
Antofagasta,2021-04-28,35.74,27.64,<50
Arica y Parinacota,2021-04-28,35.41,28.03,<50
Atacama,2021-04-28,38.99,30.17,<50
Coquimbo,2021-04-28,40.05,31.8,<50
Araucanía,2021-04-28,43.06,35.74,<50
Los Lagos,2021-04-28,42.21,34.64,<50
Los Ríos,2021-04-28,44.54,36.56,<50
Magallanes,2021-04-28,52.8,42.13,<50
Tarapacá,2021-04-28,36.18,26.18,<50
Valparaíso,2021-04-28,46.16,38.14,<50
Ñuble,2021-04-28,48.87,41.11,<50
Biobío,2021-04-28,43.97,36.91,<50
O’Higgins,2021-04-28,43.67,36.39,<50
Maule,2021-04-28,43.08,35.79,<50
Metropolitana,2021-04-28,38.5,31.29,<50
Aysén,2021-04-29,41.94,34.92,<50
Antofagasta,2021-04-29,35.84,28.36,<50
Arica y Parinacota,2021-04-29,35.58,28.45,<50
Atacama,2021-04-29,39.27,30.75,<50
Coquimbo,2021-04-29,40.31,32.44,<50
Araucanía,2021-04-29,43.25,36.28,<50
Los Lagos,2021-04-29,42.4,35.33,<50
Los Ríos,2021-04-29,44.66,37.34,<50
Magallanes,2021-04-29,52.92,42.71,<50
Tarapacá,2021-04-29,36.46,26.67,<50
Valparaíso,2021-04-29,46.36,38.81,<50
Ñuble,2021-04-29,49.04,41.9,<50
Biobío,2021-04-29,44.11,37.55,<50
O’Higgins,2021-04-29,43.85,37.08,<50
Maule,2021-04-29,43.21,36.41,<50
Metropolitana,2021-04-29,38.62,31.9,<50
Aysén,2021-04-30,42.34,35.1,<50
Antofagasta,2021-04-30,36.04,28.63,<50
Arica y Parinacota,2021-04-30,35.76,28.6,<50
Atacama,2021-04-30,39.62,31.0,<50
Coquimbo,2021-04-30,40.54,32.62,<50
Araucanía,2021-04-30,43.51,36.42,<50
Los Lagos,2021-04-30,42.54,35.5,<50
Los Ríos,2021-04-30,44.9,37.6,<50
Magallanes,2021-04-30,53.05,43.03,<50
Tarapacá,2021-04-30,36.75,26.85,<50
Valparaíso,2021-04-30,46.6,38.99,<50
Ñuble,2021-04-30,49.2,42.08,<50
Biobío,2021-04-30,44.39,37.75,<50
O’Higgins,2021-04-30,44.13,37.26,<50
Maule,2021-04-30,43.53,36.63,<50
Metropolitana,2021-04-30,38.9,32.08,<50
Aysén,2021-05-01,42.44,35.1,<50
Antofagasta,2021-05-01,36.04,28.65,<50
Arica y Parinacota,2021-05-01,35.76,28.6,<50
Atacama,2021-05-01,39.62,31.0,<50
Coquimbo,2021-05-01,40.55,32.62,<50
Araucanía,2021-05-01,43.51,36.43,<50
Los Lagos,2021-05-01,42.54,35.5,<50
Los Ríos,2021-05-01,44.94,37.62,<50
Magallanes,2021-05-01,53.05,43.03,<50
Tarapacá,2021-05-01,36.77,26.85,<50
Valparaíso,2021-05-01,46.6,38.99,<50
Ñuble,2021-05-01,49.2,42.08,<50
Biobío,2021-05-01,44.39,37.75,<50
O’Higgins,2021-05-01,44.13,37.26,<50
Maule,2021-05-01,43.54,36.64,<50
Metropolitana,2021-05-01,38.9,32.09,<50
Aysén,2021-05-02,42.44,35.1,<50
Antofagasta,2021-05-02,36.05,28.67,<50
Arica y Parinacota,2021-05-02,35.76,28.6,<50
Atacama,2021-05-02,39.62,31.0,<50
